Head,LogitDiff
Layer17Head1,0.3173828125
Layer17Head11,0.27685546875
Layer15Head9,0.16650390625
Layer17Head0,0.129638671875
Layer24Head9,0.12957763671875
Layer18Head15,0.11114501953125
Layer19Head6,0.109130859375
Layer23Head6,0.105712890625
Layer17Head2,0.0955810546875
Layer18Head14,0.0869140625
Layer16Head0,0.07057952880859375
Layer23Head3,0.068511962890625
Layer25Head0,0.051136016845703125
Layer17Head10,0.05095386505126953
Layer16Head13,0.04763031005859375
Layer17Head12,0.0451507568359375
Layer20Head13,0.0417327880859375
Layer27Head7,0.0413055419921875
Layer9Head6,0.03936767578125
Layer16Head8,0.037689208984375
Layer15Head14,0.03759765625
Layer12Head7,0.036590576171875
Layer17Head4,0.0362548828125
Layer18Head6,0.035064697265625
Layer20Head6,0.0335693359375
Layer10Head5,0.033172607421875
Layer17Head14,0.033050537109375
Layer18Head8,0.03302001953125
Layer15Head0,0.032867431640625
Layer12Head4,0.031829833984375
Layer11Head9,0.03179931640625
Layer25Head6,0.03143310546875
Layer24Head0,0.031402587890625
Layer8Head10,0.03125
Layer8Head14,0.031219482421875
Layer7Head14,0.031158447265625
Layer21Head3,0.030792236328125
Layer13Head2,0.030517578125
Layer18Head13,0.030029296875
Layer18Head9,0.02984619140625
Layer27Head0,0.02972412109375
Layer27Head15,0.0296630859375
Layer27Head5,0.02960205078125
Layer26Head9,0.029327392578125
Layer27Head13,0.029144287109375
Layer26Head14,0.02911376953125
Layer18Head11,0.0289306640625
Layer26Head12,0.0289306640625
Layer7Head4,0.02874755859375
Layer12Head0,0.028656005859375
Layer6Head4,0.028350830078125
Layer19Head1,0.028228759765625
Layer11Head1,0.028167724609375
Layer9Head1,0.02789306640625
Layer24Head3,0.027862548828125
Layer10Head9,0.02783203125
Layer14Head1,0.02783203125
Layer16Head1,0.02783203125
Layer9Head4,0.027801513671875
Layer22Head15,0.02777099609375
Layer22Head8,0.027587890625
Layer19Head2,0.02752685546875
Layer15Head7,0.0274658203125
Layer21Head12,0.02740478515625
Layer13Head6,0.027374267578125
Layer12Head12,0.027374267578125
Layer23Head12,0.027374267578125
Layer11Head10,0.02728271484375
Layer15Head13,0.0272216796875
Layer22Head9,0.02716064453125
Layer25Head15,0.02703857421875
Layer12Head2,0.02703857421875
Layer13Head8,0.027008056640625
Layer15Head2,0.0269775390625
Layer19Head12,0.026885986328125
Layer26Head2,0.026885986328125
Layer6Head1,0.02685546875
Layer10Head4,0.026824951171875
Layer14Head10,0.026763916015625
Layer5Head9,0.026702880859375
Layer4Head5,0.026702880859375
Layer9Head10,0.026580810546875
Layer16Head7,0.026519775390625
Layer20Head0,0.0264892578125
Layer11Head8,0.0264892578125
Layer20Head1,0.0264892578125
Layer26Head5,0.026458740234375
Layer26Head8,0.026458740234375
Layer12Head10,0.02642822265625
Layer21Head14,0.02642822265625
Layer20Head2,0.026397705078125
Layer11Head3,0.0263671875
Layer2Head10,0.0263671875
Layer23Head5,0.026214599609375
Layer25Head5,0.026214599609375
Layer16Head10,0.02618408203125
Layer19Head15,0.026153564453125
Layer14Head13,0.026123046875
Layer24Head6,0.026092529296875
Layer4Head9,0.026031494140625
Layer27Head4,0.0260009765625
Layer18Head12,0.0260009765625
Layer17Head8,0.0260009765625
Layer7Head6,0.025970458984375
Layer26Head0,0.02593994140625
Layer10Head8,0.02587890625
Layer16Head15,0.02587890625
Layer20Head12,0.02587890625
Layer6Head13,0.02581787109375
Layer21Head15,0.02581787109375
Layer13Head3,0.02581787109375
Layer4Head0,0.025787353515625
Layer3Head14,0.025787353515625
Layer9Head12,0.0257568359375
Layer26Head15,0.0257568359375
Layer22Head13,0.0257568359375
Layer25Head12,0.0257568359375
Layer23Head13,0.025726318359375
Layer12Head11,0.025726318359375
Layer3Head1,0.02569580078125
Layer7Head2,0.025665283203125
Layer24Head5,0.025665283203125
Layer11Head6,0.025604248046875
Layer3Head3,0.02557373046875
Layer2Head6,0.02557373046875
Layer5Head14,0.025543212890625
Layer15Head12,0.0255126953125
Layer13Head4,0.0255126953125
Layer12Head3,0.0255126953125
Layer25Head11,0.025482177734375
Layer20Head8,0.025421142578125
Layer21Head11,0.025390625
Layer22Head3,0.025390625
Layer3Head7,0.025390625
Layer19Head5,0.02532958984375
Layer8Head8,0.02532958984375
Layer4Head15,0.02532958984375
Layer14Head8,0.02532958984375
Layer13Head0,0.025299072265625
Layer10Head13,0.0252685546875
Layer24Head13,0.0252685546875
Layer14Head7,0.0252685546875
Layer9Head11,0.025238037109375
Layer16Head3,0.025238037109375
Layer12Head9,0.02520751953125
Layer6Head14,0.02520751953125
Layer0Head11,0.02520751953125
Layer27Head8,0.025177001953125
Layer10Head0,0.025146484375
Layer19Head10,0.025115966796875
Layer13Head14,0.02508544921875
Layer9Head0,0.02508544921875
Layer16Head14,0.02508544921875
Layer19Head14,0.024993896484375
Layer25Head7,0.02496337890625
Layer5Head1,0.024932861328125
Layer2Head12,0.02490234375
Layer6Head5,0.024871826171875
Layer11Head11,0.02484130859375
Layer21Head8,0.024749755859375
Layer26Head13,0.02471923828125
Layer20Head5,0.02471923828125
Layer10Head7,0.024688720703125
Layer16Head5,0.024688720703125
Layer14Head2,0.024688720703125
Layer19Head9,0.024658203125
Layer23Head8,0.024627685546875
Layer25Head14,0.024627685546875
Layer22Head1,0.02459716796875
Layer12Head14,0.024566650390625
Layer25Head8,0.024566650390625
Layer21Head4,0.0245361328125
Layer5Head7,0.0245361328125
Layer6Head2,0.0245361328125
Layer25Head3,0.02447509765625
Layer9Head3,0.02447509765625
Layer4Head8,0.02447509765625
Layer3Head6,0.024444580078125
Layer7Head15,0.024444580078125
Layer26Head6,0.024383544921875
Layer7Head1,0.024383544921875
Layer13Head5,0.024383544921875
Layer7Head5,0.02435302734375
Layer7Head9,0.02435302734375
Layer23Head11,0.02435302734375
Layer0Head2,0.02435302734375
Layer14Head11,0.02435302734375
Layer24Head1,0.0242919921875
Layer13Head13,0.0242919921875
Layer5Head11,0.024261474609375
Layer0Head9,0.024261474609375
Layer14Head6,0.024261474609375
Layer16Head6,0.02423095703125
Layer14Head4,0.02423095703125
Layer22Head12,0.024139404296875
Layer1Head8,0.02410888671875
Layer5Head0,0.02410888671875
Layer26Head7,0.02410888671875
Layer3Head2,0.02410888671875
Layer1Head1,0.0240478515625
Layer12Head13,0.024017333984375
Layer8Head4,0.02392578125
Layer2Head2,0.02392578125
Layer11Head4,0.02392578125
Layer11Head0,0.023895263671875
Layer24Head14,0.02386474609375
Layer12Head5,0.023834228515625
Layer25Head13,0.0238037109375
Layer14Head3,0.0238037109375
Layer20Head10,0.0238037109375
Layer25Head9,0.02374267578125
Layer15Head5,0.023681640625
Layer22Head10,0.023681640625
Layer4Head3,0.023681640625
Layer11Head7,0.0235595703125
Layer15Head10,0.0235595703125
Layer27Head3,0.0235595703125
Layer27Head10,0.023529052734375
Layer14Head15,0.02349853515625
Layer23Head0,0.02349853515625
Layer6Head8,0.023468017578125
Layer19Head11,0.023468017578125
Layer20Head11,0.023468017578125
Layer4Head6,0.0234375
Layer23Head14,0.023406982421875
Layer18Head3,0.023406982421875
Layer26Head11,0.02337646484375
Layer22Head5,0.02337646484375
Layer7Head7,0.02337646484375
Layer6Head11,0.023345947265625
Layer10Head11,0.0233154296875
Layer19Head8,0.0233154296875
Layer14Head14,0.0233154296875
Layer19Head4,0.02325439453125
Layer5Head12,0.02325439453125
Layer13Head15,0.023223876953125
Layer16Head2,0.023193359375
Layer14Head0,0.023193359375
Layer21Head2,0.023162841796875
Layer23Head15,0.023162841796875
Layer12Head15,0.023162841796875
Layer7Head10,0.023162841796875
Layer11Head15,0.02313232421875
Layer24Head8,0.02313232421875
Layer0Head12,0.023101806640625
Layer0Head5,0.023101806640625
Layer11Head12,0.023101806640625
Layer14Head5,0.0230712890625
