layer,token,logit
0,Yes,-181.37889099121094
0,No,-181.3460235595703
1,Yes,-180.4248504638672
1,No,-180.62351989746094
2,Yes,-182.07327270507812
2,No,-180.3996124267578
3,Yes,-165.0286102294922
3,No,-164.11492919921875
4,Yes,-164.0872039794922
4,No,-163.49920654296875
5,Yes,-166.37559509277344
5,No,-167.11619567871094
6,Yes,-184.6436767578125
6,No,-186.38479614257812
7,Yes,-211.92510986328125
7,No,-212.34222412109375
8,Yes,-208.47926330566406
8,No,-205.1551971435547
9,Yes,-204.31451416015625
9,No,-200.8157501220703
10,Yes,-229.95745849609375
10,No,-230.8382110595703
11,Yes,-1290.1900634765625
11,No,-1284.5318603515625
