layer,token,logit
0, Yes,-179.76913452148438
0, No,-178.67738342285156
0, Mary,-183.45480346679688
0, Cow,-185.0462188720703
0, Ocean,-181.6967010498047
1, Yes,-177.69281005859375
1, No,-177.03353881835938
1, Mary,-182.03440856933594
1, Cow,-183.86737060546875
1, Ocean,-178.75827026367188
2, Yes,-177.8536834716797
2, No,-177.7732391357422
2, Mary,-183.2528076171875
2, Cow,-185.17848205566406
2, Ocean,-181.75172424316406
3, Yes,-184.55226135253906
3, No,-188.159423828125
3, Mary,-191.98251342773438
3, Cow,-195.44810485839844
3, Ocean,-189.94847106933594
4, Yes,-177.99586486816406
4, No,-181.66302490234375
4, Mary,-185.307861328125
4, Cow,-188.39239501953125
4, Ocean,-183.07997131347656
5, Yes,-161.51539611816406
5, No,-167.19337463378906
5, Mary,-171.77352905273438
5, Cow,-174.13568115234375
5, Ocean,-166.73153686523438
6, Yes,-167.68649291992188
6, No,-175.29031372070312
6, Mary,-179.71142578125
6, Cow,-181.95736694335938
6, Ocean,-177.46112060546875
7, Yes,-153.455810546875
7, No,-162.9568634033203
7, Mary,-169.47659301757812
7, Cow,-173.43519592285156
7, Ocean,-173.68130493164062
8, Yes,-154.60874938964844
8, No,-165.34121704101562
8, Mary,-174.56138610839844
8, Cow,-182.89389038085938
8, Ocean,-178.11488342285156
9, Yes,-128.55520629882812
9, No,-137.37258911132812
9, Mary,-155.2817840576172
9, Cow,-163.51126098632812
9, Ocean,-157.32652282714844
10, Yes,-170.77796936035156
10, No,-176.54225158691406
10, Mary,-201.386962890625
10, Cow,-208.3745574951172
10, Ocean,-205.71023559570312
11, Yes,-1589.416015625
11, No,-1596.82080078125
11, Mary,-1627.25048828125
11, Cow,-1638.38525390625
11, Ocean,-1633.6514892578125
