layer,token,logit
0, Yes,-179.61895751953125
0, No,-178.5248260498047
0, Mary,-183.3789825439453
0, Cow,-185.01719665527344
0, Ocean,-181.51791381835938
1, Yes,-178.7123565673828
1, No,-177.83518981933594
1, Mary,-182.89906311035156
1, Cow,-184.89356994628906
1, Ocean,-179.50880432128906
2, Yes,-179.73745727539062
2, No,-179.27264404296875
2, Mary,-185.22805786132812
2, Cow,-187.01498413085938
2, Ocean,-183.5938262939453
3, Yes,-184.2634735107422
3, No,-187.2231903076172
3, Mary,-192.0047607421875
3, Cow,-195.0899200439453
3, Ocean,-190.66827392578125
4, Yes,-177.19711303710938
4, No,-180.05560302734375
4, Mary,-184.62330627441406
4, Cow,-186.95298767089844
4, Ocean,-182.34295654296875
5, Yes,-162.11355590820312
5, No,-167.22145080566406
5, Mary,-172.6548614501953
5, Cow,-174.11941528320312
5, Ocean,-167.32516479492188
6, Yes,-166.9180908203125
6, No,-173.14361572265625
6, Mary,-178.88803100585938
6, Cow,-179.0321044921875
6, Ocean,-175.74884033203125
7, Yes,-154.89535522460938
7, No,-163.33148193359375
7, Mary,-170.57699584960938
7, Cow,-172.49407958984375
7, Ocean,-173.8097686767578
8, Yes,-156.53976440429688
8, No,-166.5306396484375
8, Mary,-176.14279174804688
8, Cow,-182.34658813476562
8, Ocean,-180.39077758789062
9, Yes,-132.98089599609375
9, No,-143.09539794921875
9, Mary,-158.7166290283203
9, Cow,-164.62051391601562
9, Ocean,-162.88282775878906
10, Yes,-185.94857788085938
10, No,-193.23623657226562
10, Mary,-216.4417266845703
10, Cow,-219.54144287109375
10, Ocean,-222.3852996826172
11, Yes,-1926.94482421875
11, No,-1937.223388671875
11, Mary,-1966.2001953125
11, Cow,-1973.7813720703125
11, Ocean,-1976.7161865234375
