PC1,PC2,Class
-4.411971,-2.5917463,Greater (a>b)
-4.8607583,0.022182245,Greater (a>b)
-6.186039,1.6606581,Greater (a>b)
-4.6814847,-0.95120287,Greater (a>b)
-5.770893,-1.5991396,Greater (a>b)
-5.7284913,-0.20002562,Greater (a>b)
-6.1319776,0.8119188,Greater (a>b)
-6.5414214,0.37540504,Greater (a>b)
-5.5080376,2.4893486,Greater (a>b)
-6.4940495,1.8430505,Greater (a>b)
-4.364015,0.23910932,Greater (a>b)
-7.532089,0.33099726,Greater (a>b)
-5.646484,2.2465298,Greater (a>b)
-5.9682193,-1.8646374,Greater (a>b)
-5.1260433,0.57019067,Greater (a>b)
-4.290627,0.36001638,Greater (a>b)
-5.4367065,-5.340387,Greater (a>b)
-4.0442405,0.86017144,Greater (a>b)
-1.1743983,-4.9102755,Greater (a>b)
-6.318198,1.5642325,Greater (a>b)
-6.7351375,1.194298,Greater (a>b)
-5.618117,-0.3477719,Greater (a>b)
-6.9196777,3.9148042,Greater (a>b)
-5.5729504,3.3271708,Greater (a>b)
-4.461559,1.7046329,Greater (a>b)
-6.103248,0.24156205,Greater (a>b)
-6.3309593,1.1957715,Greater (a>b)
-5.2750316,-0.7409443,Greater (a>b)
-5.4895697,2.5052912,Greater (a>b)
-6.139355,-1.0560439,Greater (a>b)
-5.695418,-4.413371,Greater (a>b)
-6.4030128,-1.8776845,Greater (a>b)
-6.1930957,2.4771044,Greater (a>b)
-6.1338496,1.0491883,Greater (a>b)
-6.847784,-4.360334,Greater (a>b)
-6.2026167,2.7064316,Greater (a>b)
-5.33518,1.9214664,Greater (a>b)
-5.373064,1.6441065,Greater (a>b)
-5.889992,4.1360645,Greater (a>b)
-6.918295,-2.2753353,Greater (a>b)
-5.5824733,-3.261232,Greater (a>b)
-6.8879924,1.0594828,Greater (a>b)
-4.078121,0.96643776,Greater (a>b)
-4.7794275,-1.4932727,Greater (a>b)
-5.6046042,-0.4235518,Greater (a>b)
-6.436303,3.2845273,Greater (a>b)
-6.4268208,-0.403128,Greater (a>b)
-6.280122,-1.3023329,Greater (a>b)
-7.0371666,3.226598,Greater (a>b)
-4.5274267,-2.024832,Greater (a>b)
-5.91727,1.3894156,Greater (a>b)
-5.168072,-0.41943055,Greater (a>b)
-4.839957,2.4185958,Greater (a>b)
-3.228354,1.5273703,Greater (a>b)
-6.452492,0.5297417,Greater (a>b)
-7.272169,1.2512782,Greater (a>b)
-6.0463076,-2.0639143,Greater (a>b)
-3.6984076,-1.8724259,Greater (a>b)
-6.7637377,0.68808013,Greater (a>b)
-5.684218,-0.6126224,Greater (a>b)
-5.391336,2.443739,Greater (a>b)
-6.291345,-3.9173067,Greater (a>b)
-5.8367224,1.9047426,Greater (a>b)
-5.506407,-2.3968775,Greater (a>b)
-6.1561556,2.5842516,Greater (a>b)
-7.119253,0.6356319,Greater (a>b)
-4.971639,-2.980099,Greater (a>b)
-6.436329,-0.3298559,Greater (a>b)
-5.414471,0.096375324,Greater (a>b)
-5.9034452,1.3879839,Greater (a>b)
-7.058474,-2.423268,Greater (a>b)
-5.0445333,-0.30012572,Greater (a>b)
-5.326107,-2.6367424,Greater (a>b)
-6.1796126,-1.6628691,Greater (a>b)
-5.2181206,-0.658274,Greater (a>b)
-4.918003,-1.1564898,Greater (a>b)
-4.9419208,-0.9013744,Greater (a>b)
-4.3435216,2.9655442,Greater (a>b)
-6.606648,-2.6220226,Greater (a>b)
-4.304162,-5.054161,Greater (a>b)
-6.4007154,0.02325015,Greater (a>b)
-6.324401,3.4033692,Greater (a>b)
-6.903531,-3.697,Greater (a>b)
-5.7834754,3.106654,Greater (a>b)
-5.4200296,0.020197308,Greater (a>b)
0.59790635,-3.8174925,Greater (a>b)
-5.692749,1.8986819,Greater (a>b)
-5.09962,0.80144566,Greater (a>b)
-5.3782263,-2.0281346,Greater (a>b)
-6.041582,-0.03154395,Greater (a>b)
-6.020722,-0.8547334,Greater (a>b)
-6.3627353,2.0544813,Greater (a>b)
-5.2724724,-0.049182612,Greater (a>b)
-5.8369794,1.3494731,Greater (a>b)
-6.1005635,-3.5092,Greater (a>b)
-5.8612695,-0.46699306,Greater (a>b)
-6.449008,-1.703954,Greater (a>b)
-5.0812335,-0.79802954,Greater (a>b)
-5.5005584,3.3470724,Greater (a>b)
