layer,head,importance
0,3,4.086177825927734
0,2,4.081264495849609
2,5,2.344463348388672
0,7,1.8279304504394531
5,3,1.8184051513671875
1,4,1.4639625549316406
5,1,1.3840217590332031
3,2,1.17669677734375
4,4,1.1043891906738281
4,2,0.9199752807617188
