layer,token,logit
0, Yes,-0.05331459641456604
0, No,0.4090769290924072
0, Mary,-1.1580754518508911
0, Cow,-0.30391836166381836
0, Ocean,-0.8287352323532104
1, Yes,1.1959693431854248
1, No,0.2677702307701111
1, Mary,-1.415747880935669
1, Cow,-0.554918110370636
1, Ocean,0.7082035541534424
2, Yes,2.315406322479248
2, No,2.372692823410034
2, Mary,-0.7177000641822815
2, Cow,-0.02346283197402954
2, Ocean,0.13596004247665405
3, Yes,3.347733497619629
3, No,3.2579331398010254
3, Mary,-0.358415424823761
3, Cow,-0.12568840384483337
3, Ocean,1.8927861452102661
4, Yes,4.817399501800537
4, No,3.0348219871520996
4, Mary,0.22099733352661133
4, Cow,-0.6171141266822815
4, Ocean,1.748946189880371
5, Yes,8.363062858581543
5, No,5.625624656677246
5, Mary,1.0825343132019043
5, Cow,-2.2863194942474365
5, Ocean,1.0431230068206787
6, Yes,9.21393871307373
6, No,4.5360283851623535
6, Mary,-0.13350099325180054
6, Cow,-1.523489236831665
6, Ocean,-0.862795352935791
7, Yes,8.470462799072266
7, No,3.4869563579559326
7, Mary,-0.6924154758453369
7, Cow,-2.1815056800842285
7, Ocean,-1.808255910873413
8, Yes,9.380005836486816
8, No,3.3611998558044434
8, Mary,-2.084350109100342
8, Cow,-2.7501814365386963
8, Ocean,-3.118992805480957
9, Yes,11.323562622070312
9, No,4.050401210784912
9, Mary,-1.7241032123565674
9, Cow,-2.750582695007324
9, Ocean,-5.792541980743408
10, Yes,16.02710723876953
10, No,7.20994758605957
10, Mary,-1.6583459377288818
10, Cow,-3.8343429565429688
10, Ocean,-6.027268886566162
11, Yes,27.646121978759766
11, No,14.495950698852539
11, Mary,-3.033855438232422
11, Cow,-5.025638580322266
11, Ocean,-7.031837463378906
12, Yes,36.55908966064453
12, No,23.773265838623047
12, Mary,-2.962777614593506
12, Cow,-6.666666507720947
12, Ocean,-7.013971328735352
13, Yes,38.95487976074219
13, No,30.24166488647461
13, Mary,-0.21767044067382812
13, Cow,-5.942531585693359
13, Ocean,-9.252081871032715
14, Yes,39.70513916015625
14, No,32.59413528442383
14, Mary,-0.9740829467773438
14, Cow,-8.211055755615234
14, Ocean,-10.627762794494629
15, Yes,42.233802795410156
15, No,37.26588439941406
15, Mary,0.27140045166015625
15, Cow,-7.767485618591309
15, Ocean,-9.489649772644043
