layer,token,logit
0, Yes,-0.007795363664627075
0, No,0.4504532217979431
0, Mary,-1.091914176940918
0, Cow,-0.2054722011089325
0, Ocean,-0.7761397361755371
1, Yes,1.4204869270324707
1, No,0.48252660036087036
1, Mary,-1.4418160915374756
1, Cow,-0.2894238829612732
1, Ocean,0.560707151889801
2, Yes,2.394118070602417
2, No,2.575247287750244
2, Mary,-0.7637275457382202
2, Cow,0.2037244439125061
2, Ocean,-0.202911376953125
3, Yes,3.5826046466827393
3, No,3.608144760131836
3, Mary,-0.6225293874740601
3, Cow,0.061317235231399536
3, Ocean,1.3222084045410156
4, Yes,4.949842929840088
4, No,3.329411506652832
4, Mary,0.12937355041503906
4, Cow,-0.6480370759963989
4, Ocean,1.2962417602539062
5, Yes,8.198227882385254
5, No,6.018795013427734
5, Mary,1.1488873958587646
5, Cow,-1.9968466758728027
5, Ocean,0.6306768655776978
6, Yes,8.387138366699219
6, No,4.662290096282959
6, Mary,0.07113766670227051
6, Cow,-1.7991466522216797
6, Ocean,-1.1248958110809326
7, Yes,8.276983261108398
7, No,3.641118288040161
7, Mary,-0.8271472454071045
7, Cow,-2.321794271469116
7, Ocean,-1.9489470720291138
8, Yes,8.834113121032715
8, No,2.905608654022217
8, Mary,-1.7917211055755615
8, Cow,-2.640925168991089
8, Ocean,-2.9550158977508545
9, Yes,11.08793830871582
9, No,3.749835729598999
9, Mary,-1.046506643295288
9, Cow,-2.923187732696533
9, Ocean,-6.28895902633667
10, Yes,15.115312576293945
10, No,5.742682456970215
10, Mary,-1.342137336730957
10, Cow,-3.2792022228240967
10, Ocean,-6.5607194900512695
11, Yes,27.511112213134766
11, No,13.649737358093262
11, Mary,-3.7660186290740967
11, Cow,-3.266221761703491
11, Ocean,-8.236352920532227
12, Yes,37.480777740478516
12, No,23.202159881591797
12, Mary,-3.4324865341186523
12, Cow,-4.070775985717773
12, Ocean,-7.085115909576416
13, Yes,40.646087646484375
13, No,29.16264533996582
13, Mary,-0.35929393768310547
13, Cow,-3.520772933959961
13, Ocean,-9.979829788208008
14, Yes,42.746849060058594
14, No,33.053977966308594
14, Mary,-0.4252948760986328
14, Cow,-3.6067638397216797
14, Ocean,-11.07776165008545
15, Yes,45.903778076171875
15, No,39.379371643066406
15, Mary,0.9943704605102539
15, Cow,-1.8528833389282227
15, Ocean,-10.904364585876465
