layer,token,logit
0, Yes,0.060296446084976196
0, No,0.5021154880523682
0, Mary,-1.1065926551818848
0, Cow,-0.21487542986869812
0, Ocean,-0.7199791669845581
1, Yes,1.0822882652282715
1, No,0.30568939447402954
1, Mary,-1.4722254276275635
1, Cow,-0.48861855268478394
1, Ocean,0.5788043737411499
2, Yes,2.1022775173187256
2, No,2.3294901847839355
2, Mary,-0.8780484199523926
2, Cow,-0.2019132375717163
2, Ocean,-0.13816577196121216
3, Yes,3.5591652393341064
3, No,3.5020639896392822
3, Mary,-0.49707236886024475
3, Cow,-0.046833038330078125
3, Ocean,1.523725152015686
4, Yes,4.743321895599365
4, No,3.0647201538085938
4, Mary,0.15241193771362305
4, Cow,-0.7491046190261841
4, Ocean,1.563452124595642
5, Yes,7.246125221252441
5, No,5.278149127960205
5, Mary,0.8339548110961914
5, Cow,-2.210090160369873
5, Ocean,0.4175499379634857
6, Yes,7.175874710083008
6, No,4.374625205993652
6, Mary,-0.6016745567321777
6, Cow,-1.6446387767791748
6, Ocean,-1.6124076843261719
7, Yes,6.845658302307129
7, No,3.0915958881378174
7, Mary,-1.6870639324188232
7, Cow,-2.5521926879882812
7, Ocean,-2.4182207584381104
8, Yes,7.632417678833008
8, No,2.1383986473083496
8, Mary,-2.3560261726379395
8, Cow,-3.4864659309387207
8, Ocean,-3.69385027885437
9, Yes,9.51291275024414
9, No,2.6281609535217285
9, Mary,-2.0210399627685547
9, Cow,-3.876368999481201
9, Ocean,-7.317106246948242
10, Yes,12.699027061462402
10, No,4.10369873046875
10, Mary,-1.915574312210083
10, Cow,-4.002068519592285
10, Ocean,-7.383339881896973
11, Yes,22.82794761657715
11, No,11.08059310913086
11, Mary,-5.784078598022461
11, Cow,-6.860263347625732
11, Ocean,-9.54397201538086
12, Yes,32.42596435546875
12, No,20.05388641357422
12, Mary,-5.685388565063477
12, Cow,-7.543251037597656
12, Ocean,-8.416516304016113
13, Yes,34.06165313720703
13, No,24.037811279296875
13, Mary,-3.852837085723877
13, Cow,-8.796255111694336
13, Ocean,-11.345959663391113
14, Yes,36.524051666259766
14, No,28.11516571044922
14, Mary,-6.209768295288086
14, Cow,-11.430843353271484
14, Ocean,-11.50387954711914
15, Yes,39.79521179199219
15, No,33.48330307006836
15, Mary,-5.144132614135742
15, Cow,-11.342498779296875
15, Ocean,-10.096099853515625
