layer,token,logit
0,Yes,-0.7600702047348022
0,No,0.6748838424682617
1,Yes,-1.4351170063018799
1,No,-0.4706294536590576
2,Yes,-1.039052963256836
2,No,-0.9139893054962158
3,Yes,-1.9728171825408936
3,No,-1.9212312698364258
4,Yes,0.3240010142326355
4,No,-1.3930178880691528
5,Yes,-0.4199383854866028
5,No,-2.2735536098480225
6,Yes,-0.9601988792419434
6,No,-0.23095989227294922
7,Yes,-0.6844196319580078
7,No,-1.4818894863128662
8,Yes,1.0935311317443848
8,No,-3.769942283630371
9,Yes,0.641211986541748
9,No,-2.5334157943725586
10,Yes,1.2430644035339355
10,No,-1.753812551498413
11,Yes,5.492259502410889
11,No,1.9640042781829834
12,Yes,6.570899963378906
12,No,-0.40511298179626465
13,Yes,5.051112174987793
13,No,3.5366225242614746
14,Yes,7.021817207336426
14,No,4.701430320739746
15,Yes,4.206742763519287
15,No,3.8420169353485107
