layer,token,logit
0,Yes,-0.9484931230545044
0,No,0.6096880435943604
1,Yes,-1.8482038974761963
1,No,-0.6146001815795898
2,Yes,-1.474114179611206
2,No,-1.135270595550537
3,Yes,-2.7070937156677246
3,No,-2.3241543769836426
4,Yes,-0.19594800472259521
4,No,-1.4368789196014404
5,Yes,-0.8863871693611145
5,No,-2.433305501937866
6,Yes,-1.2857517004013062
6,No,-0.7398409843444824
7,Yes,-1.1615681648254395
7,No,-1.745419979095459
8,Yes,0.47307896614074707
8,No,-2.793156623840332
9,Yes,0.2534499168395996
9,No,-2.2763149738311768
10,Yes,0.17119216918945312
10,No,-3.0067238807678223
11,Yes,3.911726474761963
11,No,0.2898956537246704
12,Yes,4.780093669891357
12,No,-0.5852265357971191
13,Yes,2.637908935546875
13,No,4.268889904022217
14,Yes,5.112967491149902
14,No,6.295845985412598
15,Yes,2.288585662841797
15,No,4.633388996124268
