Neuron,LogitDiff
Layer5Neuron1822,0.015045737847685814
Layer5Neuron1325,0.015027999877929688
Layer5Neuron1454,0.015019225887954235
Layer5Neuron2008,0.014878273010253906
Layer5Neuron150,0.014754867181181908
Layer5Neuron808,0.01474142074584961
Layer5Neuron1334,0.014631271362304688
Layer5Neuron943,0.014626884832978249
Layer5Neuron337,0.014512062072753906
Layer5Neuron286,0.01446380652487278
Layer5Neuron770,0.01444168109446764
Layer5Neuron908,0.014243125915527344
Layer5Neuron1995,0.01418600045144558
Layer5Neuron701,0.014177131466567516
Layer5Neuron696,0.014168167486786842
Layer5Neuron1712,0.01414194144308567
Layer5Neuron919,0.013978672213852406
Layer5Neuron116,0.013947772793471813
Layer5Neuron487,0.013890361413359642
Layer5Neuron1665,0.013868331909179688
Layer5Neuron1095,0.013758373446762562
Layer5Neuron823,0.013736057095229626
Layer5Neuron109,0.013669967651367188
Layer5Neuron1561,0.01358184777200222
Layer5Neuron1083,0.013551044277846813
Layer5Neuron183,0.013533497229218483
Layer5Neuron661,0.013286399655044079
Layer5Neuron1207,0.013207053765654564
Layer5Neuron291,0.013189315795898438
Layer5Neuron1901,0.013083457946777344
Layer5Neuron6,0.013083457946777344
Layer5Neuron1435,0.013074779883027077
Layer5Neuron1803,0.012858676724135876
Layer5Neuron196,0.012832355685532093
Layer5Neuron539,0.012810135260224342
Layer5Neuron1169,0.012792682275176048
Layer5Neuron1134,0.012792682275176048
Layer5Neuron1513,0.012598419561982155
Layer5Neuron259,0.012386798858642578
Layer5Neuron363,0.012373638339340687
Layer5Neuron0,0.012342738918960094
Layer5Neuron378,0.012117862701416016
Layer5Neuron1748,0.012082481756806374
Layer5Neuron1020,0.012073611840605736
Layer5Neuron1193,0.012073611840605736
Layer5Neuron1009,0.012060451321303844
Layer5Neuron1600,0.012020873837172985
Layer5Neuron1077,0.011936950497329235
Layer5Neuron1744,0.011928367428481579
Layer5Neuron1889,0.01190176047384739
Layer5Neuron1731,0.011884117498993874
Layer5Neuron1835,0.01185760460793972
Layer5Neuron827,0.011822318658232689
Layer5Neuron83,0.01169881783425808
Layer5Neuron868,0.011694526299834251
Layer5Neuron890,0.01164169330149889
Layer5Neuron1807,0.011628341861069202
Layer5Neuron525,0.011628150939941406
Layer5Neuron351,0.011579799465835094
Layer5Neuron2020,0.011394595727324486
Layer5Neuron1736,0.01131515484303236
Layer5Neuron1514,0.011231422424316406
Layer5Neuron1278,0.01117410697042942
Layer5Neuron1153,0.011152076534926891
Layer5Neuron2038,0.01111679058521986
Layer5Neuron403,0.011112404055893421
Layer5Neuron1598,0.011019706726074219
Layer5Neuron2035,0.011011123657226562
Layer5Neuron1502,0.010988998226821423
Layer5Neuron400,0.010962581261992455
Layer5Neuron1328,0.010931586846709251
Layer5Neuron1785,0.01075525302439928
Layer5Neuron1403,0.010675812140107155
Layer5Neuron747,0.010640621185302734
Layer5Neuron1882,0.010578823275864124
Layer5Neuron360,0.010525894351303577
Layer5Neuron581,0.010450934991240501
Layer5Neuron1145,0.010450934991240501
Layer5Neuron285,0.01037588156759739
Layer5Neuron34,0.010371590033173561
Layer5Neuron1721,0.010296535678207874
Layer5Neuron2034,0.010199641808867455
Layer5Neuron520,0.010181998834013939
Layer5Neuron265,0.010111331939697266
Layer5Neuron1573,0.010036468505859375
Layer5Neuron1049,0.009948348626494408
Layer5Neuron1459,0.009912872686982155
Layer5Neuron1915,0.009899807162582874
Layer5Neuron288,0.009899807162582874
Layer5Neuron1,0.009877681732177734
Layer5Neuron512,0.00987319927662611
Layer5Neuron1634,0.009838104248046875
Layer5Neuron1879,0.009762954898178577
Layer5Neuron243,0.009657097049057484
Layer5Neuron2003,0.009634971618652344
Layer5Neuron1119,0.009573554620146751
Layer5Neuron884,0.00957345962524414
Layer5Neuron1228,0.009533691219985485
Layer5Neuron348,0.009348678402602673
Layer5Neuron1324,0.009335231967270374
Layer5Neuron632,0.009286689572036266
Layer5Neuron854,0.009220600128173828
Layer5Neuron391,0.009127998724579811
Layer5Neuron566,0.009026527404785156
Layer5Neuron381,0.008960628882050514
Layer5Neuron110,0.008960342034697533
Layer5Neuron37,0.008920764550566673
Layer5Neuron330,0.008920764550566673
Layer5Neuron1741,0.008863640017807484
Layer5Neuron1656,0.008819294162094593
Layer5Neuron1483,0.008806228637695312
Layer5Neuron1589,0.008793068118393421
Layer5Neuron201,0.00877523422241211
Layer5Neuron155,0.008731270208954811
Layer5Neuron1281,0.008713627234101295
Layer5Neuron476,0.00871353130787611
Layer5Neuron418,0.008687210269272327
Layer5Neuron638,0.008642959408462048
Layer5Neuron211,0.00861206091940403
Layer5Neuron1030,0.00859899539500475
Layer5Neuron1693,0.00857696495950222
Layer5Neuron1906,0.008559226989746094
Layer5Neuron1384,0.008519363589584827
Layer5Neuron1000,0.008448982611298561
Layer5Neuron641,0.008435726165771484
Layer5Neuron771,0.008409309200942516
Layer5Neuron1883,0.008334350772202015
Layer5Neuron793,0.00832986831665039
Layer5Neuron1691,0.00830774288624525
Layer5Neuron830,0.008285904303193092
Layer5Neuron1581,0.008215236477553844
Layer5Neuron5,0.00821075402200222
Layer5Neuron1973,0.008171367458999157
Layer5Neuron1440,0.008157921023666859
Layer5Neuron479,0.008149242028594017
Layer5Neuron1794,0.00810937862843275
Layer5Neuron769,0.008100604638457298
Layer5Neuron100,0.008087444119155407
Layer5Neuron903,0.008065318688750267
Layer5Neuron1495,0.007999325171113014
Layer5Neuron189,0.007999134249985218
Layer5Neuron1332,0.00796804390847683
Layer5Neuron121,0.00795059185475111
Layer5Neuron1204,0.007946300320327282
Layer5Neuron933,0.007875633426010609
Layer5Neuron482,0.007747745607048273
Layer5Neuron1170,0.007699298672378063
Layer5Neuron1641,0.0076462747529149055
Layer5Neuron1525,0.007641983218491077
Layer5Neuron1299,0.007628726772964001
Layer5Neuron577,0.007615470793098211
Layer5Neuron281,0.007597923278808594
Layer5Neuron1350,0.007597827818244696
Layer5Neuron877,0.0074787139892578125
Layer5Neuron1439,0.007425880525261164
Layer5Neuron502,0.007417106535285711
Layer5Neuron1628,0.00738182058557868
Layer5Neuron1298,0.0073683736845850945
Layer5Neuron430,0.007337761111557484
Layer5Neuron103,0.007262611296027899
Layer5Neuron1623,0.007245063781738281
Layer5Neuron1500,0.007240772247314453
Layer5Neuron315,0.007183360867202282
Layer5Neuron758,0.007152557373046875
Layer5Neuron1666,0.007068634033203125
Layer5Neuron358,0.007006931118667126
Layer5Neuron1984,0.006984901614487171
Layer5Neuron408,0.006976032163947821
Layer5Neuron1686,0.0069672586396336555
Layer5Neuron963,0.006945228669792414
Layer5Neuron886,0.006936359219253063
Layer5Neuron1351,0.006914329715073109
Layer5Neuron1738,0.006843852810561657
Layer5Neuron1059,0.006795120425522327
Layer5Neuron1844,0.006724834442138672
Layer5Neuron1379,0.006698322482407093
Layer5Neuron170,0.00664100656285882
Layer5Neuron888,0.00664100656285882
Layer5Neuron131,0.006636715028434992
Layer5Neuron795,0.006610202603042126
Layer5Neuron564,0.006592655088752508
Layer5Neuron175,0.006526279263198376
Layer5Neuron494,0.006451320834457874
Layer5Neuron1975,0.006429195404052734
Layer5Neuron920,0.006380843929946423
Layer5Neuron2019,0.006354331970214844
Layer5Neuron1345,0.006336498074233532
Layer5Neuron1482,0.006257343105971813
Layer5Neuron1480,0.006230735685676336
Layer5Neuron216,0.006226444151252508
Layer5Neuron352,0.006200027652084827
Layer5Neuron475,0.006173610687255859
Layer5Neuron1558,0.0061248778365552425
Layer5Neuron1082,0.006076526828110218
Layer5Neuron144,0.005997180938720703
Layer5Neuron514,0.005979347042739391
Layer5Neuron1406,0.005935287568718195
Layer5Neuron1249,0.005909061525017023
Layer5Neuron16,0.005882454104721546
Layer5Neuron597,0.00587806710973382
Layer5Neuron176,0.005820751190185547
Layer5Neuron1677,0.005811882205307484
Layer5Neuron63,0.005785560701042414
Layer5Neuron2045,0.005728244781494141
Layer5Neuron1934,0.005692863371223211
Layer5Neuron139,0.005675315856933594
Layer5Neuron323,0.005666541866958141
Layer5Neuron1862,0.00563125591725111
Layer5Neuron362,0.005622196011245251
Layer5Neuron1891,0.005604648496955633
Layer5Neuron1195,0.005600356962531805
Layer5Neuron1374,0.005573749542236328
Layer5Neuron871,0.005534267518669367
Layer5Neuron318,0.005507564637809992
Layer5Neuron88,0.005490112118422985
Layer5Neuron123,0.005463600158691406
Layer5Neuron1541,0.005432701203972101
Layer5Neuron1376,0.005344390869140625
Layer5Neuron540,0.005331230349838734
Layer5Neuron419,0.005318069364875555
Layer5Neuron54,0.005256271455436945
Layer5Neuron247,0.005247592926025391
Layer5Neuron1583,0.005225467495620251
Layer5Neuron1540,0.005221080966293812
Layer5Neuron1669,0.005220890045166016
Layer5Neuron972,0.0051856995560228825
Layer5Neuron794,0.005168056581169367
Layer5Neuron1150,0.005137252621352673
Layer5Neuron1434,0.0051063536666333675
Layer5Neuron254,0.005101966671645641
Layer5Neuron958,0.00508880615234375
Layer5Neuron1689,0.005079937167465687
Layer5Neuron1254,0.005044460296630859
Layer5Neuron218,0.005036068148910999
Layer5Neuron1222,0.004956436343491077
Layer5Neuron1393,0.004938793368637562
Layer5Neuron555,0.004868507385253906
Layer5Neuron1823,0.004854965023696423
Layer5Neuron1205,0.004837417509406805
Layer5Neuron2002,0.004819774534553289
Layer5Neuron1400,0.004819679073989391
Layer5Neuron1813,0.004779815673828125
Layer5Neuron1076,0.004758072085678577
Layer5Neuron1529,0.004757976625114679
Layer5Neuron1417,0.004749393556267023
Layer5Neuron970,0.004731559660285711
Layer5Neuron1310,0.00471839914098382
Layer5Neuron344,0.0047095296904444695
Layer5Neuron1766,0.004691886715590954
Layer5Neuron141,0.00466995220631361
Layer5Neuron413,0.004647540859878063
Layer5Neuron1218,0.00461235037073493
Layer5Neuron1023,0.004599380306899548
Layer5Neuron1921,0.004599285311996937
Layer5Neuron447,0.004599285311996937
Layer5Neuron1658,0.0045684813521802425
Layer5Neuron1978,0.004559612367302179
Layer5Neuron1937,0.0045375823974609375
Layer5Neuron1950,0.004519843962043524
Layer5Neuron1430,0.004431533627212048
Layer5Neuron244,0.004400825593620539
Layer5Neuron1833,0.004391956143081188
Layer5Neuron1892,0.004378891084343195
Layer5Neuron1729,0.004361343570053577
Layer5Neuron1385,0.004361248109489679
Layer5Neuron1959,0.004352378658950329
Layer5Neuron369,0.004317188169807196
Layer5Neuron1884,0.00429954519495368
Layer5Neuron397,0.0042817117646336555
Layer5Neuron1604,0.004255103878676891
Layer5Neuron1728,0.004251003265380859
Layer5Neuron1274,0.0042288778349757195
Layer5Neuron1343,0.004228782840073109
Layer5Neuron1723,0.004219913389533758
Layer5Neuron424,0.004180335905402899
Layer5Neuron474,0.004158305935561657
Layer5Neuron161,0.004149532411247492
Layer5Neuron1058,0.00412750244140625
Layer5Neuron1102,0.004105472471565008
Layer5Neuron197,0.004096508026123047
Layer5Neuron1236,0.004092025570571423
Layer5Neuron42,0.004078865051269531
Layer5Neuron276,0.004057026002556086
Layer5Neuron1611,0.004043674562126398
Layer5Neuron1726,0.004039192106574774
Layer5Neuron1659,0.0040260315872728825
Layer5Neuron450,0.004025936126708984
Layer5Neuron865,0.004008388612419367
Layer5Neuron332,0.003986358642578125
Layer5Neuron187,0.003977394197136164
Layer5Neuron1171,0.003973198123276234
Layer5Neuron1501,0.003959846682846546
Layer5Neuron773,0.00390701275318861
Layer5Neuron844,0.0039026259910315275
Layer5Neuron519,0.003902530763298273
Layer5Neuron101,0.0038627623580396175
Layer5Neuron36,0.0038407326210290194
Layer5Neuron1520,0.0037966729141771793
Layer5Neuron867,0.0037304877769201994
Layer5Neuron1620,0.0037130354903638363
Layer5Neuron1968,0.003677463624626398
Layer5Neuron1796,0.003664302872493863
Layer5Neuron393,0.003655719803646207
Layer5Neuron115,0.0036423683632165194
Layer5Neuron240,0.0036113739479333162
Layer5Neuron1168,0.00355873117223382
Layer5Neuron117,0.0035542487166821957
Layer5Neuron1124,0.0035541534889489412
Layer5Neuron1460,0.003554058028385043
Layer5Neuron1638,0.003545570420101285
Layer5Neuron1920,0.0035234452225267887
Layer5Neuron1461,0.0034792900551110506
Layer5Neuron442,0.0034439086448401213
Layer5Neuron939,0.0033822059631347656
Layer5Neuron38,0.0033821105025708675
Layer5Neuron426,0.003377723740413785
Layer5Neuron1965,0.0033557892311364412
Layer5Neuron198,0.003351497696712613
Layer5Neuron1539,0.0033292770385742188
Layer5Neuron491,0.0033292770385742188
Layer5Neuron1824,0.00332050328142941
Layer5Neuron1742,0.00332050328142941
Layer5Neuron1671,0.003307342529296875
Layer5Neuron1344,0.003254509065300226
Layer5Neuron1290,0.003250026609748602
Layer5Neuron873,0.003227806184440851
Layer5Neuron1584,0.003219127655029297
Layer5Neuron1016,0.003175067948177457
Layer5Neuron997,0.0031749724876135588
Layer5Neuron232,0.0031748772598803043
Layer5Neuron248,0.003170585725456476
Layer5Neuron1646,0.003170490264892578
Layer5Neuron1269,0.003166103269904852
Layer5Neuron184,0.003153037978336215
Layer5Neuron485,0.0031482696067541838
Layer5Neuron1718,0.0031439780723303556
Layer5Neuron657,0.003135108854621649
Layer5Neuron620,0.0031265257857739925
Layer5Neuron1890,0.00312213902361691
Layer5Neuron659,0.003113269805908203
Layer5Neuron1674,0.0030914307571947575
Layer5Neuron1184,0.003069210099056363
Layer5Neuron1151,0.0030427933670580387
Layer5Neuron1663,0.0030383109115064144
Layer5Neuron768,0.003025054931640625
Layer5Neuron1550,0.002980899764224887
Layer5Neuron633,0.0029766082298010588
Layer5Neuron899,0.002967739012092352
Layer5Neuron603,0.0029675483237951994
Layer5Neuron614,0.0029544830322265625
Layer5Neuron1313,0.002941227052360773
Layer5Neuron1703,0.002928066300228238
Layer5Neuron691,0.002914810087531805
Layer5Neuron1478,0.0029104233253747225
Layer5Neuron1713,0.0028884888160973787
Layer5Neuron1699,0.0028661726973950863
Layer5Neuron936,0.002835178282111883
Layer5Neuron2033,0.002817821456119418
Layer5Neuron672,0.0028134346939623356
Layer5Neuron1147,0.0028089522384107113
Layer5Neuron683,0.0027781487442553043
Layer5Neuron780,0.0027692795265465975
Layer5Neuron1507,0.002742862794548273
Layer5Neuron1436,0.002742767333984375
Layer5Neuron195,0.0027340888045728207
Layer5Neuron737,0.0027339935768395662
Layer5Neuron1118,0.002733898116275668
Layer5Neuron1756,0.0027162551414221525
Layer5Neuron1684,0.0027030943892896175
Layer5Neuron779,0.002685451414436102
Layer5Neuron1178,0.002654552459716797
Layer5Neuron1467,0.0026459693908691406
Layer5Neuron966,0.002641391707584262
Layer5Neuron1331,0.0026281357277184725
Layer5Neuron255,0.0026149749755859375
Layer5Neuron640,0.002610492752864957
Layer5Neuron1912,0.002584171248599887
Layer5Neuron1503,0.0025838850997388363
Layer5Neuron513,0.0025665282737463713
Layer5Neuron1396,0.0025267601013183594
Layer5Neuron1165,0.0025266646407544613
Layer5Neuron767,0.0025091171264648438
Layer5Neuron608,0.002504634903743863
Layer5Neuron1429,0.002500343369320035
Layer5Neuron45,0.002500343369320035
Layer5Neuron1875,0.002500247908756137
Layer5Neuron1752,0.0024959563743323088
Layer5Neuron992,0.002482891082763672
Layer5Neuron705,0.0024826049339026213
Layer5Neuron1795,0.0024606704246252775
Layer5Neuron102,0.002456092741340399
Layer5Neuron434,0.0024340630043298006
Layer5Neuron931,0.0024296760093420744
Layer5Neuron853,0.0024209977127611637
Layer5Neuron1913,0.002420711563900113
Layer5Neuron388,0.0024166107177734375
Layer5Neuron1456,0.0024077415000647306
Layer5Neuron1294,0.002398872282356024
Layer5Neuron1340,0.0023944855201989412
Layer5Neuron1757,0.002390098525211215
Layer5Neuron2030,0.0023857117630541325
Layer5Neuron1157,0.0023767470847815275
Layer5Neuron537,0.002372264862060547
Layer5Neuron649,0.002368068788200617
Layer5Neuron989,0.00235919957049191
Layer5Neuron1774,0.002359104109928012
Layer5Neuron665,0.0023546218872070312
Layer5Neuron1304,0.0023415565956383944
Layer5Neuron860,0.0023196220863610506
Layer5Neuron398,0.0023195266257971525
Layer5Neuron675,0.002314948942512274
Layer5Neuron76,0.002288818359375
Layer5Neuron831,0.0022797584533691406
Layer5Neuron1263,0.0022796629928052425
Layer5Neuron2025,0.002270984696224332
Layer5Neuron78,0.0022488594986498356
Layer5Neuron1936,0.002240085508674383
Layer5Neuron1946,0.0022356987465173006
Layer5Neuron559,0.002213764237239957
Layer5Neuron1137,0.0022136687766760588
Layer5Neuron1603,0.0022135735489428043
Layer5Neuron1747,0.002204799558967352
Layer5Neuron1078,0.0022047043312340975
Layer5Neuron31,0.0021827698219567537
Layer5Neuron2000,0.0021783828269690275
Layer5Neuron505,0.0021783828269690275
Layer5Neuron1062,0.0021783828269690275
Layer5Neuron1827,0.002121067140251398
Layer5Neuron1613,0.002098941709846258
Layer5Neuron929,0.00209465017542243
Layer5Neuron1852,0.0020813941955566406
Layer5Neuron647,0.002072620438411832
Layer5Neuron172,0.0020682334434241056
Layer5Neuron1522,0.00205059046857059
Layer5Neuron427,0.0020416260231286287
Layer5Neuron2011,0.002032756805419922
Layer5Neuron1972,0.002019596053287387
Layer5Neuron541,0.0020153045188635588
Layer5Neuron1676,0.002006435301154852
Layer5Neuron1409,0.0020063400734215975
Layer5Neuron557,0.0019931793212890625
Layer5Neuron1348,0.0019888877868652344
Layer5Neuron106,0.001984500791877508
Layer5Neuron923,0.001984119415283203
Layer5Neuron1341,0.0019621849060058594
Layer5Neuron1404,0.0019578933715820312
Layer5Neuron1377,0.001953601837158203
Layer5Neuron1001,0.001953506376594305
Layer5Neuron1239,0.00194463727530092
Layer5Neuron1395,0.0019358635181561112
Layer5Neuron357,0.001935768174007535
Layer5Neuron313,0.0019269943004474044
Layer5Neuron571,0.0019227981101721525
Layer5Neuron1086,0.001909446669742465
Layer5Neuron122,0.00190057756844908
Layer5Neuron843,0.0019004822243005037
Layer5Neuron572,0.0018918036948889494
Layer5Neuron1876,0.0018917083507403731
Layer5Neuron621,0.0018873214721679688
Layer5Neuron857,0.0018696784973144531
Layer5Neuron1041,0.0018389702308923006
Layer5Neuron660,0.0018257141346111894
Layer5Neuron1836,0.001821231795474887
Layer5Neuron930,0.0018211364513263106
Layer5Neuron1072,0.0017992972861975431
Layer5Neuron1172,0.0017902373801916838
Layer5Neuron698,0.0017813682788982987
Layer5Neuron386,0.0017506598960608244
Layer5Neuron954,0.0017418861389160156
Layer5Neuron762,0.0017418861389160156
Layer5Neuron917,0.0017287253867834806
Layer5Neuron835,0.0017108917236328125
Layer5Neuron1510,0.0016934394370764494
Layer5Neuron2031,0.001684474991634488
Layer5Neuron1797,0.0016757011180743575
Layer5Neuron1472,0.0016625404823571444
Layer5Neuron146,0.001644992851652205
Layer5Neuron1953,0.0016448975075036287
Layer5Neuron1312,0.0016404151683673263
Layer5Neuron1028,0.0016358376014977694
Layer5Neuron416,0.0016316414112225175
Layer5Neuron695,0.0016096115577965975
Layer5Neuron181,0.0015918731223791838
Layer5Neuron171,0.0015873908996582031
Layer5Neuron1988,0.0015829086769372225
Layer5Neuron1998,0.0015743256080895662
Layer5Neuron98,0.0015743256080895662
Layer5Neuron1130,0.0015698432689532638
Layer5Neuron136,0.0015655517345294356
Layer5Neuron1107,0.0015653610462322831
Layer5Neuron1733,0.0015609741676598787
Layer5Neuron1217,0.00154790875967592
Layer5Neuron606,0.0015435218811035156
Layer5Neuron510,0.001538944197818637
Layer5Neuron988,0.001538944197818637
Layer5Neuron311,0.00152587890625
Layer5Neuron1146,0.0015213012229651213
Layer5Neuron1610,0.0015167236560955644
Layer5Neuron1632,0.00151233677752316
Layer5Neuron1421,0.0015036582481116056
Layer5Neuron1346,0.00148601527325809
Layer5Neuron1708,0.0014773368602618575
Layer5Neuron1524,0.0014681816101074219
Layer5Neuron1448,0.0014509201282635331
Layer5Neuron524,0.0014462471008300781
Layer5Neuron26,0.0014329910045489669
Layer5Neuron1194,0.0014286994701251388
Layer5Neuron800,0.0014065742725506425
