Head,LogitDiff
Layer0Head0,0.66796875
Layer3Head0,0.66796875
Layer5Head0,0.333984375
Layer1Head7,0.333984375
Layer4Head3,0.333984375
Layer4Head2,0.333984375
Layer4Head0,0.333984375
Layer3Head7,0.333984375
Layer3Head6,0.333984375
Layer3Head4,0.333984375
Layer3Head2,0.333984375
Layer4Head5,0.333984375
Layer2Head1,0.333984375
Layer5Head2,0.333984375
Layer4Head4,0.333984375
Layer1Head6,0.333984375
Layer1Head0,0.333984375
Layer5Head3,0.333984375
Layer5Head1,0.0
Layer1Head3,0.0
Layer5Head6,0.0
Layer5Head5,0.0
Layer4Head1,0.0
Layer0Head7,0.0
Layer1Head4,0.0
Layer3Head5,0.0
Layer1Head1,0.0
Layer3Head3,0.0
Layer1Head5,0.0
Layer0Head3,0.0
Layer4Head6,0.0
Layer2Head7,0.0
Layer2Head6,0.0
Layer2Head5,0.0
Layer4Head7,0.0
Layer5Head7,0.0
Layer5Head4,-0.333984375
Layer0Head2,-0.333984375
Layer0Head1,-0.333984375
Layer2Head4,-0.333984375
Layer2Head3,-0.333984375
Layer2Head2,-0.333984375
Layer2Head0,-0.333984375
Layer1Head2,-0.333984375
Layer0Head6,-0.333984375
Layer0Head5,-0.333984375
Layer0Head4,-0.333984375
Layer3Head1,-0.333984375
