layer,head,mean,min,max
0,0,0.09502306580543518,0.0,0.2105824202299118
0,1,0.021405009552836418,0.0,0.067627914249897
0,2,0.0962505117058754,0.0,0.33406439423561096
0,3,0.11821643263101578,0.0,0.4612571597099304
0,4,0.03942009434103966,0.0,0.16846466064453125
0,5,0.07198130339384079,0.0,0.14389371871948242
0,6,0.06572363525629044,0.0,0.5441740155220032
0,7,0.06908819079399109,0.0,0.42961689829826355
0,8,0.05408110097050667,0.0,0.2457709163427353
0,9,0.10391220450401306,0.0,0.3828316628932953
0,10,0.02279154397547245,0.0,0.05817721411585808
0,11,0.016461210325360298,0.0,0.08573059737682343
1,0,0.09323750436306,0.0,0.34102436900138855
1,1,0.05212157592177391,0.0,0.1885600984096527
1,2,0.13798274099826813,0.0,0.7064152359962463
1,3,0.10375736653804779,0.0,0.563428521156311
1,4,0.1928883194923401,0.0,0.9874435067176819
1,5,0.10768284648656845,0.0,0.4495939612388611
1,6,0.18068674206733704,0.0,0.6351790428161621
1,7,0.08814383298158646,0.0,0.22340717911720276
1,8,0.12481728941202164,0.0,0.5788687467575073
1,9,0.13735994696617126,0.0,0.3435060381889343
1,10,0.13361504673957825,0.0,0.49897363781929016
1,11,0.04945756122469902,0.0,0.11179123818874359
2,0,0.08738692849874496,0.0,0.264502614736557
2,1,0.17921675741672516,0.0,0.49363046884536743
2,2,0.11089213937520981,0.0,0.3334181308746338
2,3,0.07086360454559326,0.0,0.14002107083797455
2,4,0.08772092312574387,0.0,0.24181927740573883
2,5,0.052766650915145874,0.0,0.1902872771024704
2,6,0.11915380507707596,0.0,0.48640987277030945
2,7,0.023930765688419342,0.0,0.047455497086048126
2,8,0.047688331454992294,0.0,0.19060927629470825
2,9,0.22760526835918427,0.0,0.6456310749053955
2,10,0.08021967858076096,0.0,0.2440461963415146
2,11,0.13384243845939636,0.0,0.6628933548927307
3,0,0.023017726838588715,0.0,0.07804038375616074
3,1,0.040905389934778214,0.0,0.11442779004573822
3,2,0.06198795139789581,0.0,0.2323685586452484
3,3,0.3019643723964691,0.0,0.9626774787902832
3,4,0.04617888480424881,0.0,0.19443418085575104
3,5,0.0412602499127388,0.0,0.18023167550563812
3,6,0.09008700400590897,0.0,0.28947019577026367
3,7,0.05485865846276283,0.0,0.10216155648231506
3,8,0.09929096698760986,0.0,0.46351954340934753
3,9,0.10600670427083969,0.0,0.520937979221344
3,10,0.07169853895902634,0.0,0.30691683292388916
3,11,0.0488947331905365,0.0,0.09806367009878159
4,0,0.005237486679106951,0.0,0.038352321833372116
4,1,0.01692369394004345,0.0,0.09304582327604294
4,2,0.03266124799847603,0.0,0.14923948049545288
4,3,0.012929505668580532,0.0,0.06320879608392715
4,4,0.02039610594511032,0.0,0.10996147990226746
4,5,0.013087844476103783,0.0,0.034498803317546844
4,6,0.0005691517726518214,0.0,0.0030599466990679502
4,7,0.011555983684957027,0.0,0.029325757175683975
4,8,0.0011630408698692918,0.0,0.0053220889531075954
4,9,0.03272693604230881,0.0,0.0975491851568222
4,10,0.0002877111255656928,0.0,0.0022437111474573612
4,11,0.0033162992913275957,0.0,0.02800864353775978
5,0,0.040597669780254364,0.0,0.1578221619129181
5,1,0.010045871138572693,0.0,0.03311637416481972
5,2,0.012798191979527473,0.0,0.0679914653301239
5,3,0.037337951362133026,0.0,0.11199390143156052
5,4,0.023488588631153107,0.0,0.09476900845766068
5,5,0.026521911844611168,0.0,0.060194212943315506
5,6,0.0008850008598528802,0.0,0.0033281019423156977
5,7,0.02606760337948799,0.0,0.07102849334478378
5,8,0.032093748450279236,0.0,0.07646150141954422
5,9,0.019593199715018272,0.0,0.08151352405548096
5,10,0.036468252539634705,0.0,0.1526675522327423
5,11,0.028301596641540527,0.0,0.07656468451023102
6,0,0.021387925371527672,0.0,0.10582011193037033
6,1,0.011448943056166172,0.0,0.038538120687007904
6,2,0.04906243830919266,0.0,0.1183655634522438
6,3,0.004053094889968634,0.0,0.02267943136394024
6,4,0.01618249900639057,0.0,0.062439609318971634
6,5,0.12699750065803528,0.0,0.5578705668449402
6,6,6.643548840656877e-05,0.0,0.0003008737985510379
6,7,0.02490534447133541,0.0,0.05947048217058182
6,8,0.031681086868047714,0.0,0.08078911155462265
6,9,0.013908427208662033,0.0,0.04056940972805023
6,10,0.01938529498875141,0.0,0.09266164153814316
6,11,0.007177670020610094,0.0,0.041254688054323196
7,0,4.665666892833542e-07,0.0,4.177426035312237e-06
7,1,0.0028569167479872704,0.0,0.014747237786650658
