prompt_type,direction,alpha,base_margin,steered_margin,margin_shift,flipped,layer,head
corrupt,minus,-4.0,-2.1953125,-1.703125,0.4921875,0,24,5
corrupt,minus,-4.0,-1.734375,-1.28125,0.453125,0,24,5
corrupt,minus,-4.0,-1.9296875,-1.46875,0.4609375,0,24,5
corrupt,minus,-4.0,-1.99609375,-1.48046875,0.515625,0,24,5
corrupt,minus,-4.0,-1.7109375,-1.203125,0.5078125,0,24,5
corrupt,minus,-4.0,-1.9296875,-1.546875,0.3828125,0,24,5
corrupt,minus,-4.0,-1.44140625,-0.78125,0.66015625,0,24,5
corrupt,minus,-4.0,-2.15625,-1.7265625,0.4296875,0,24,5
corrupt,minus,-4.0,-1.62890625,-0.9296875,0.69921875,0,24,5
corrupt,minus,-4.0,-1.91796875,-1.390625,0.52734375,0,24,5
