layer,token,logit
0, Yes,2.4811978340148926
0, No,0.9205971956253052
0, Mary,0.4417811334133148
0, Cow,2.2528762817382812
0, Ocean,-1.3572585582733154
1, Yes,3.6882851123809814
1, No,1.8237509727478027
1, Mary,-0.056821197271347046
1, Cow,2.0820655822753906
1, Ocean,-1.5663179159164429
2, Yes,3.897327184677124
2, No,1.4238369464874268
2, Mary,-0.060846805572509766
2, Cow,2.269946813583374
2, Ocean,-2.5414061546325684
3, Yes,5.004265785217285
3, No,1.5113266706466675
3, Mary,-0.6747130155563354
3, Cow,1.344645380973816
3, Ocean,-3.8318707942962646
4, Yes,6.9801506996154785
4, No,2.269598960876465
4, Mary,-1.3747479915618896
4, Cow,2.8673624992370605
4, Ocean,-3.2966370582580566
5, Yes,8.417564392089844
5, No,5.326862335205078
5, Mary,0.24824360013008118
5, Cow,5.473653793334961
5, Ocean,-2.360224723815918
6, Yes,7.6440582275390625
6, No,5.114166259765625
6, Mary,1.5979233980178833
6, Cow,5.5928192138671875
6, Ocean,-2.047903299331665
7, Yes,8.242388725280762
7, No,5.413140296936035
7, Mary,1.7935786247253418
7, Cow,5.597146511077881
7, Ocean,-0.8947335481643677
8, Yes,8.711736679077148
8, No,6.1344757080078125
8, Mary,1.0361816883087158
8, Cow,4.336245536804199
8, Ocean,-1.5485601425170898
9, Yes,8.835912704467773
9, No,8.031968116760254
9, Mary,2.6475672721862793
9, Cow,3.5256710052490234
9, Ocean,-1.4885486364364624
10, Yes,10.0636568069458
10, No,7.9023566246032715
10, Mary,1.9023276567459106
10, Cow,3.713071346282959
10, Ocean,-1.4977455139160156
11, Yes,9.014039039611816
11, No,7.227632522583008
11, Mary,1.8324980735778809
11, Cow,2.1273367404937744
11, Ocean,-2.944634199142456
12, Yes,10.62002182006836
12, No,6.981533050537109
12, Mary,-0.06908929347991943
12, Cow,0.14826858043670654
12, Ocean,-4.7837982177734375
13, Yes,12.411468505859375
13, No,8.47939395904541
13, Mary,-1.0485848188400269
13, Cow,-1.4402903318405151
13, Ocean,-5.087460994720459
14, Yes,14.636396408081055
14, No,9.932417869567871
14, Mary,-1.8272238969802856
14, Cow,-2.507612705230713
14, Ocean,-4.672196388244629
15, Yes,16.915630340576172
15, No,11.024381637573242
15, Mary,-2.536022186279297
15, Cow,-2.3410935401916504
15, Ocean,-5.446866035461426
16, Yes,19.192163467407227
16, No,15.470762252807617
16, Mary,-1.2768802642822266
16, Cow,-3.0590620040893555
16, Ocean,-8.739324569702148
17, Yes,30.449251174926758
17, No,30.25417137145996
17, Mary,-0.3136739730834961
17, Cow,-1.2119221687316895
17, Ocean,-8.108222007751465
18, Yes,32.20148468017578
18, No,33.58696746826172
18, Mary,-1.5749859809875488
18, Cow,-1.7416796684265137
18, Ocean,-9.43154239654541
19, Yes,31.43034553527832
19, No,31.794713973999023
19, Mary,-2.888456344604492
19, Cow,-2.845376968383789
19, Ocean,-10.03995418548584
20, Yes,29.906652450561523
20, No,28.64190101623535
20, Mary,-2.532896041870117
20, Cow,-4.619510650634766
20, Ocean,-11.004339218139648
21, Yes,31.962722778320312
21, No,31.087020874023438
21, Mary,-2.616866111755371
21, Cow,-4.259547710418701
21, Ocean,-12.385382652282715
22, Yes,27.229084014892578
22, No,27.055286407470703
22, Mary,-7.301552772521973
22, Cow,-5.917598247528076
22, Ocean,-13.727862358093262
23, Yes,31.555885314941406
23, No,29.27306365966797
23, Mary,-4.8261027336120605
23, Cow,-1.3550844192504883
23, Ocean,-5.1296305656433105
