layer,token,logit
0,Yes,0.30229365825653076
0,No,-0.5242657661437988
1,Yes,1.7786418199539185
1,No,-0.25866931676864624
2,Yes,1.8329323530197144
2,No,0.06539413332939148
3,Yes,2.1854171752929688
3,No,0.36736899614334106
4,Yes,2.589872121810913
4,No,0.5250285863876343
5,Yes,4.45254373550415
5,No,2.1268043518066406
6,Yes,4.101199150085449
6,No,1.440737009048462
7,Yes,4.471924304962158
7,No,-0.6976954936981201
8,Yes,5.1466217041015625
8,No,-1.5142489671707153
9,Yes,3.120708703994751
9,No,-1.389220952987671
10,Yes,-0.9965866804122925
10,No,-0.515491247177124
11,Yes,-3.0160462856292725
11,No,1.1724660396575928
12,Yes,-3.0506327152252197
12,No,0.6355760097503662
13,Yes,-4.068629741668701
13,No,-3.0730061531066895
14,Yes,-5.4214630126953125
14,No,-5.870976448059082
15,Yes,-5.7911272048950195
15,No,-2.581249713897705
16,Yes,-5.485204219818115
16,No,-5.415111064910889
17,Yes,-4.804383754730225
17,No,-2.9286928176879883
18,Yes,1.1448335647583008
18,No,3.572707176208496
19,Yes,-4.825667381286621
19,No,-0.17676448822021484
20,Yes,-7.614613056182861
20,No,-2.212191581726074
21,Yes,-4.400386810302734
21,No,0.17308330535888672
22,Yes,-7.560085296630859
22,No,-2.5495338439941406
23,Yes,-2.252440929412842
23,No,0.5002002716064453
