layer,token,logit
0,Yes,0.40252751111984253
0,No,-0.4213555157184601
1,Yes,1.7585073709487915
1,No,-0.17961713671684265
2,Yes,1.7365572452545166
2,No,0.19458284974098206
3,Yes,2.2978482246398926
3,No,0.6662099361419678
4,Yes,2.846676826477051
4,No,0.5990297198295593
5,Yes,4.7302117347717285
5,No,1.8288006782531738
6,Yes,4.293638229370117
6,No,0.18975698947906494
7,Yes,4.566058158874512
7,No,-1.5069900751113892
8,Yes,4.8507609367370605
8,No,-2.006256341934204
9,Yes,4.166670322418213
9,No,-0.4384816884994507
10,Yes,-0.9655687808990479
10,No,0.05176067352294922
11,Yes,-1.2587933540344238
11,No,1.874234676361084
12,Yes,-1.412062168121338
12,No,0.6989908218383789
13,Yes,-4.231170654296875
13,No,-3.3652830123901367
14,Yes,-5.47589635848999
14,No,-7.816421031951904
15,Yes,-5.884737014770508
15,No,-5.771914482116699
16,Yes,-7.020079612731934
16,No,-8.516416549682617
17,Yes,-6.775914669036865
17,No,-6.742621898651123
18,Yes,-0.2679929733276367
18,No,-0.5553169250488281
19,Yes,-5.836257457733154
19,No,-3.324887275695801
20,Yes,-8.920708656311035
20,No,-6.055319309234619
21,Yes,-6.444439888000488
21,No,-4.687358856201172
22,Yes,-8.966142654418945
22,No,-5.070935249328613
23,Yes,-3.8078598976135254
23,No,-0.49918174743652344
