layer,token,logit
0,Yes,0.33244386315345764
0,No,-0.4768572747707367
1,Yes,1.7417757511138916
1,No,-0.10491693019866943
2,Yes,1.7236117124557495
2,No,0.21155384182929993
3,Yes,2.3784420490264893
3,No,0.7403426170349121
4,Yes,2.7071471214294434
4,No,0.9588404893875122
5,Yes,4.693907737731934
5,No,2.583587169647217
6,Yes,5.056876182556152
6,No,1.500291109085083
7,Yes,5.946706295013428
7,No,-0.4233631491661072
8,Yes,6.064258098602295
8,No,-1.262458324432373
9,Yes,4.545345306396484
9,No,-0.6609189510345459
10,Yes,0.19431352615356445
10,No,0.14440298080444336
11,Yes,-1.6673249006271362
11,No,1.309757947921753
12,Yes,-0.926575779914856
12,No,1.5303430557250977
13,Yes,-3.13836932182312
13,No,-3.083116054534912
14,Yes,-4.655919075012207
14,No,-6.944461822509766
15,Yes,-4.567648887634277
15,No,-4.233638763427734
16,Yes,-3.968651294708252
16,No,-6.193419933319092
17,Yes,-5.3297295570373535
17,No,-4.998968601226807
18,Yes,1.2368698120117188
18,No,1.5753974914550781
19,Yes,-5.637951374053955
19,No,-2.1315183639526367
20,Yes,-9.645284652709961
20,No,-5.165157318115234
21,Yes,-7.371957778930664
21,No,-4.0008134841918945
22,Yes,-10.425247192382812
22,No,-4.908879280090332
23,Yes,-5.59766960144043
23,No,-2.1015772819519043
