layer,token,logit
0,Yes,0.4180547893047333
0,No,-0.26999542117118835
1,Yes,1.7951884269714355
1,No,-0.003100976347923279
2,Yes,1.75653874874115
2,No,0.2210778295993805
3,Yes,2.4410502910614014
3,No,0.5274091958999634
4,Yes,2.6698269844055176
4,No,0.11937212944030762
5,Yes,4.516753196716309
5,No,1.785883903503418
6,Yes,4.829886436462402
6,No,1.4291818141937256
7,Yes,5.948328971862793
7,No,0.4457781910896301
8,Yes,6.098369598388672
8,No,0.2903454601764679
9,Yes,4.848146438598633
9,No,1.4788445234298706
10,Yes,-0.7259845733642578
10,No,1.423513412475586
11,Yes,-1.737140417098999
11,No,2.5968010425567627
12,Yes,-1.4768493175506592
12,No,3.52374267578125
13,Yes,-4.132558345794678
13,No,-1.5107097625732422
14,Yes,-5.506786823272705
14,No,-5.28626823425293
15,Yes,-6.628562927246094
15,No,-3.2297329902648926
16,Yes,-7.229676723480225
16,No,-4.962128162384033
17,Yes,-8.130086898803711
17,No,-4.638833045959473
18,Yes,-1.1541385650634766
18,No,1.5022878646850586
19,Yes,-8.966937065124512
19,No,-3.1291933059692383
20,Yes,-12.398266792297363
20,No,-6.747222900390625
21,Yes,-10.150858879089355
21,No,-7.147332668304443
22,Yes,-13.173831939697266
22,No,-8.567131042480469
23,Yes,-9.7125244140625
23,No,-5.230931282043457
