layer,token,logit
0,Yes,-2.4125125408172607
0,No,-4.483044624328613
1,Yes,-0.680456280708313
1,No,-2.05053973197937
2,Yes,-1.3081825971603394
2,No,-2.9066824913024902
3,Yes,-1.4185059070587158
3,No,-3.1057991981506348
4,Yes,-0.04101991653442383
4,No,-0.9404785633087158
5,Yes,-0.12354564666748047
5,No,-1.5209288597106934
6,Yes,2.6376664638519287
6,No,0.3364286422729492
7,Yes,0.8887395262718201
7,No,0.2348231077194214
8,Yes,-2.288846492767334
8,No,-1.7477010488510132
9,Yes,-0.877698540687561
9,No,0.305522084236145
10,Yes,0.8131699562072754
10,No,2.4830470085144043
11,Yes,-0.05492687225341797
11,No,1.6718299388885498
12,Yes,1.3522415161132812
12,No,2.320791721343994
13,Yes,2.18515944480896
13,No,3.2759342193603516
14,Yes,2.390371084213257
14,No,2.9746367931365967
15,Yes,5.752422332763672
15,No,6.5013298988342285
16,Yes,6.008676052093506
16,No,7.486428737640381
17,Yes,8.656694412231445
17,No,9.677186012268066
18,Yes,9.646435737609863
18,No,10.517547607421875
19,Yes,13.57730770111084
19,No,13.144797325134277
20,Yes,18.942556381225586
20,No,20.488019943237305
21,Yes,21.372520446777344
21,No,24.372541427612305
22,Yes,23.752267837524414
22,No,27.36568832397461
23,Yes,29.32731056213379
23,No,33.03141403198242
24,Yes,34.4757080078125
24,No,37.96521759033203
25,Yes,37.70764923095703
25,No,46.20066452026367
26,Yes,40.80476379394531
26,No,48.575172424316406
27,Yes,41.064971923828125
27,No,51.61817932128906
28,Yes,40.617271423339844
28,No,51.250553131103516
29,Yes,38.66568374633789
29,No,49.48918914794922
30,Yes,34.26746368408203
30,No,45.50408172607422
31,Yes,41.229515075683594
31,No,50.441646575927734
