layer,token,logit
0, Yes,-1.7370131015777588
0, No,-2.482789993286133
0, Mary,-1.321539282798767
0, Cow,-3.3990345001220703
0, Ocean,-1.3101451396942139
1, Yes,-0.7136845588684082
1, No,-1.0457849502563477
1, Mary,-0.7513336539268494
1, Cow,-1.5639958381652832
1, Ocean,-1.0670984983444214
2, Yes,-0.32436060905456543
2, No,-1.123842716217041
2, Mary,-2.1861515045166016
2, Cow,-3.5770182609558105
2, Ocean,-3.012404203414917
3, Yes,-0.06516575813293457
3, No,-1.9267454147338867
3, Mary,-2.6508119106292725
3, Cow,-4.5242838859558105
3, Ocean,-3.302537202835083
4, Yes,-0.48827576637268066
4, No,-3.1177926063537598
4, Mary,-3.2975382804870605
4, Cow,-4.979711532592773
4, Ocean,-2.877107858657837
5, Yes,2.3179092407226562
5, No,-3.4146523475646973
5, Mary,-2.4592361450195312
5, Cow,-5.101564407348633
5, Ocean,-3.880124568939209
6, Yes,4.5521674156188965
6, No,-0.31899261474609375
6, Mary,-0.0080375075340271
6, Cow,-1.8637237548828125
6, Ocean,-1.5508792400360107
7, Yes,4.69488000869751
7, No,0.6431678533554077
7, Mary,-1.8272731304168701
7, Cow,-2.2440991401672363
7, Ocean,-1.7779344320297241
8, Yes,6.82297945022583
8, No,1.7676535844802856
8, Mary,-0.6922537684440613
8, Cow,-0.6260251998901367
8, Ocean,-2.5289478302001953
9, Yes,7.272936820983887
9, No,1.3581535816192627
9, Mary,-2.702120542526245
9, Cow,-1.4200177192687988
9, Ocean,-2.6280689239501953
10, Yes,8.254425048828125
10, No,2.5575175285339355
10, Mary,-0.2750411629676819
10, Cow,2.364521026611328
10, Ocean,-3.1821374893188477
11, Yes,15.740457534790039
11, No,8.082724571228027
11, Mary,2.182079792022705
11, Cow,3.819589376449585
11, Ocean,-1.2285456657409668
12, Yes,15.866785049438477
12, No,8.854887008666992
12, Mary,2.1799983978271484
12, Cow,2.0763423442840576
12, Ocean,0.13923859596252441
13, Yes,18.62675666809082
13, No,11.216890335083008
13, Mary,3.441397190093994
13, Cow,2.0625038146972656
13, Ocean,1.3129894733428955
14, Yes,22.91722297668457
14, No,9.762797355651855
14, Mary,1.6550531387329102
14, Cow,0.6958775520324707
14, Ocean,-0.760962963104248
15, Yes,31.034116744995117
15, No,10.840585708618164
15, Mary,1.0214576721191406
15, Cow,0.41196560859680176
15, Ocean,-1.2017364501953125
16, Yes,40.284881591796875
16, No,19.869369506835938
16, Mary,4.6902923583984375
16, Cow,3.30792498588562
16, Ocean,2.5178205966949463
17, Yes,44.143638610839844
17, No,25.51789665222168
17, Mary,6.871189117431641
17, Cow,5.111229419708252
17, Ocean,3.0703752040863037
18, Yes,50.26730728149414
18, No,33.50920104980469
18, Mary,5.9276652336120605
18, Cow,5.043267250061035
18, Ocean,1.7721505165100098
19, Yes,59.989585876464844
19, No,44.65610885620117
19, Mary,13.35688304901123
19, Cow,12.350584983825684
19, Ocean,7.504948616027832
20, Yes,71.59651947021484
20, No,57.999122619628906
20, Mary,20.87767791748047
20, Cow,19.68601417541504
20, Ocean,14.497062683105469
21, Yes,75.19873046875
21, No,62.518341064453125
21, Mary,23.150604248046875
21, Cow,22.197235107421875
21, Ocean,15.310714721679688
22, Yes,85.98786926269531
22, No,75.85468292236328
22, Mary,32.5259895324707
22, Cow,30.042999267578125
22, Ocean,22.797954559326172
23, Yes,95.3305435180664
23, No,87.55209350585938
23, Mary,40.0858268737793
23, Cow,38.07720947265625
23, Ocean,29.13787078857422
24, Yes,103.44606018066406
24, No,98.3313217163086
24, Mary,46.97452163696289
24, Cow,45.07874298095703
24, Ocean,36.19247817993164
25, Yes,107.97163391113281
25, No,104.73500061035156
25, Mary,50.2347297668457
25, Cow,49.001304626464844
25, Ocean,39.40892791748047
26, Yes,111.36183166503906
26, No,109.89645385742188
26, Mary,51.717750549316406
26, Cow,49.823692321777344
26, Ocean,41.36268997192383
27, Yes,111.35287475585938
27, No,116.52864074707031
27, Mary,56.48114013671875
27, Cow,52.91637420654297
27, Ocean,46.42385482788086
28, Yes,112.69097900390625
28, No,122.09919738769531
28, Mary,58.83464050292969
28, Cow,55.058876037597656
28, Ocean,49.84803771972656
29, Yes,110.23562622070312
29, No,121.06301879882812
29, Mary,56.051002502441406
29, Cow,53.171730041503906
29, Ocean,48.357784271240234
30, Yes,99.98704528808594
30, No,103.20182037353516
30, Mary,46.98025894165039
30, Cow,45.56846618652344
30, Ocean,41.66588592529297
31, Yes,109.482421875
31, No,108.35143280029297
31, Mary,50.41984558105469
31, Cow,55.271583557128906
31, Ocean,47.4896354675293
