layer,token,logit
0,Yes,-2.4061403274536133
0,No,-4.518969535827637
1,Yes,-0.6731389164924622
1,No,-2.1365931034088135
2,Yes,-1.2680413722991943
2,No,-3.0208840370178223
3,Yes,-1.3340201377868652
3,No,-3.021937131881714
4,Yes,-0.07193470001220703
4,No,-0.9790316820144653
5,Yes,-0.19187498092651367
5,No,-1.5735629796981812
6,Yes,2.483809471130371
6,No,0.25147390365600586
7,Yes,0.7699030041694641
7,No,0.16466999053955078
8,Yes,-2.487879753112793
8,No,-2.0350160598754883
9,Yes,-1.1430209875106812
9,No,-0.10101044178009033
10,Yes,0.38425588607788086
10,No,1.9447309970855713
11,Yes,-0.29528093338012695
11,No,1.3249890804290771
12,Yes,1.2130346298217773
12,No,1.9759469032287598
13,Yes,1.9790303707122803
13,No,2.9027507305145264
14,Yes,1.9630513191223145
14,No,2.309966564178467
15,Yes,5.536922931671143
15,No,5.891925811767578
16,Yes,6.1037468910217285
16,No,7.017264366149902
17,Yes,8.858307838439941
17,No,9.152423858642578
18,Yes,9.924474716186523
18,No,9.822218894958496
19,Yes,13.478270530700684
19,No,12.185135841369629
20,Yes,18.780057907104492
20,No,19.24984359741211
21,Yes,20.62066650390625
21,No,22.171098709106445
22,Yes,23.475120544433594
22,No,25.947303771972656
23,Yes,28.953550338745117
23,No,31.934280395507812
24,Yes,34.601646423339844
24,No,37.29934310913086
25,Yes,37.36280059814453
25,No,45.02733612060547
26,Yes,40.90640640258789
26,No,48.37309646606445
27,Yes,41.17192459106445
27,No,51.662109375
28,Yes,40.94808578491211
28,No,51.57269287109375
29,Yes,38.8565673828125
29,No,49.783721923828125
30,Yes,34.299861907958984
30,No,45.522682189941406
31,Yes,40.89968490600586
31,No,49.94677734375
