layer,token,logit
0, Yes,-1.8007475137710571
0, No,-2.5186374187469482
0, Mary,-1.421840786933899
0, Cow,-3.544372081756592
0, Ocean,-1.4837877750396729
1, Yes,-0.8825340270996094
1, No,-1.118808627128601
1, Mary,-0.667178213596344
1, Cow,-1.7426397800445557
1, Ocean,-1.184008002281189
2, Yes,-0.605247974395752
2, No,-1.1691745519638062
2, Mary,-2.0768473148345947
2, Cow,-3.653470516204834
2, Ocean,-2.9792160987854004
3, Yes,-0.34585022926330566
3, No,-2.2015604972839355
3, Mary,-2.5815742015838623
3, Cow,-4.984891891479492
3, Ocean,-3.714647054672241
4, Yes,-0.5269641876220703
4, No,-3.2199997901916504
4, Mary,-3.018392562866211
4, Cow,-5.4864091873168945
4, Ocean,-3.118407964706421
5, Yes,2.0048184394836426
5, No,-3.8062562942504883
5, Mary,-2.1186869144439697
5, Cow,-5.6522979736328125
5, Ocean,-3.5188703536987305
6, Yes,3.6367926597595215
6, No,-1.7748057842254639
6, Mary,-0.6525973081588745
6, Cow,-2.7773218154907227
6, Ocean,-2.228006362915039
7, Yes,4.041455268859863
7, No,-0.4386528730392456
7, Mary,-2.3478946685791016
7, Cow,-3.6850619316101074
7, Ocean,-3.1770424842834473
8, Yes,6.200831413269043
8, No,0.8733181953430176
8, Mary,-1.2233022451400757
8, Cow,-1.0571107864379883
8, Ocean,-3.2203426361083984
9, Yes,6.303006172180176
9, No,0.5409187078475952
9, Mary,-3.2837891578674316
9, Cow,-1.182037591934204
9, Ocean,-3.1075921058654785
10, Yes,7.216779708862305
10, No,1.7134106159210205
10, Mary,-1.0813090801239014
10, Cow,2.4406936168670654
10, Ocean,-4.115527153015137
11, Yes,13.811418533325195
11, No,7.212515354156494
11, Mary,1.8579392433166504
11, Cow,3.2059342861175537
11, Ocean,-3.31819486618042
12, Yes,15.463651657104492
12, No,9.144927978515625
12, Mary,2.637275457382202
12, Cow,1.982187271118164
12, Ocean,0.08621764183044434
13, Yes,17.72335433959961
13, No,11.196269035339355
13, Mary,3.4430041313171387
13, Cow,1.5043845176696777
13, Ocean,0.47246789932250977
14, Yes,23.55988121032715
14, No,11.189922332763672
14, Mary,2.1101675033569336
14, Cow,-0.41000235080718994
14, Ocean,-1.5606533288955688
15, Yes,31.713285446166992
15, No,12.644333839416504
15, Mary,2.48761248588562
15, Cow,-0.7165260314941406
15, Ocean,-1.8850550651550293
16, Yes,41.4694938659668
16, No,22.527008056640625
16, Mary,6.432348251342773
16, Cow,3.1610605716705322
16, Ocean,3.5381217002868652
17, Yes,45.68522644042969
17, No,26.77400016784668
17, Mary,7.721640586853027
17, Cow,4.3314528465271
17, Ocean,3.1913230419158936
18, Yes,51.712669372558594
18, No,35.26955795288086
18, Mary,7.946620941162109
18, Cow,4.422699451446533
18, Ocean,2.952008008956909
19, Yes,61.06545639038086
19, No,47.1229248046875
19, Mary,16.2872314453125
19, Cow,11.449517250061035
19, Ocean,9.63487434387207
20, Yes,74.21343994140625
20, No,63.40632629394531
20, Mary,25.965940475463867
20, Cow,21.799787521362305
20, Ocean,18.243446350097656
21, Yes,78.20326232910156
21, No,68.47466278076172
21, Mary,27.832191467285156
21, Cow,24.908493041992188
21, Ocean,19.3416805267334
22, Yes,90.06817626953125
22, No,83.48957061767578
22, Mary,38.4195671081543
22, Cow,33.62371826171875
22, Ocean,28.173433303833008
23, Yes,99.69427490234375
23, No,95.47001647949219
23, Mary,46.728759765625
23, Cow,41.425132751464844
23, Ocean,35.48142623901367
24, Yes,106.8482666015625
24, No,104.79570007324219
24, Mary,53.25601577758789
24, Cow,47.39445877075195
24, Ocean,40.968719482421875
25, Yes,111.42477416992188
25, No,111.08004760742188
25, Mary,57.24191665649414
25, Cow,51.70254135131836
25, Ocean,44.671783447265625
26, Yes,114.18638610839844
26, No,115.91548156738281
26, Mary,58.873294830322266
26, Cow,52.1805534362793
26, Ocean,46.177467346191406
27, Yes,113.8069839477539
27, No,121.87593078613281
27, Mary,63.77599334716797
27, Cow,55.894927978515625
27, Ocean,51.12779235839844
28, Yes,115.28230285644531
28, No,127.19769287109375
28, Mary,67.23756408691406
28, Cow,58.02198028564453
28, Ocean,54.578941345214844
29, Yes,113.41224670410156
29, No,126.24479675292969
29, Mary,65.27860260009766
29, Cow,56.731204986572266
29, Ocean,53.45807647705078
30, Yes,102.71455383300781
30, No,106.82551574707031
30, Mary,55.955909729003906
30, Cow,50.311790466308594
30, Ocean,46.570892333984375
31, Yes,111.41952514648438
31, No,110.66520690917969
31, Mary,58.9793701171875
31, Cow,60.519493103027344
31, Ocean,51.42243576049805
