layer,token,logit
0, Yes,0.49451524019241333
0, No,0.9042609930038452
0, Mary,-0.4572991728782654
0, Cow,1.4968698024749756
0, Ocean,-0.28400468826293945
1, Yes,1.1756296157836914
1, No,0.4195372760295868
1, Mary,-1.1094764471054077
1, Cow,1.5096120834350586
1, Ocean,-0.4479164779186249
2, Yes,1.3293256759643555
2, No,1.5947985649108887
2, Mary,-1.1097919940948486
2, Cow,1.9011448621749878
2, Ocean,-0.22762589156627655
3, Yes,3.4496982097625732
3, No,2.4223647117614746
3, Mary,-0.5553217530250549
3, Cow,0.7758487462997437
3, Ocean,0.15121151506900787
4, Yes,3.258195161819458
4, No,3.160419464111328
4, Mary,-0.6960362195968628
4, Cow,1.20602548122406
4, Ocean,0.877534031867981
5, Yes,3.4728429317474365
5, No,3.0664079189300537
5, Mary,-1.724757432937622
5, Cow,0.8468274474143982
5, Ocean,1.4188919067382812
6, Yes,5.625696659088135
6, No,4.912813663482666
6, Mary,-2.182736396789551
6, Cow,0.5525268316268921
6, Ocean,1.5665429830551147
7, Yes,5.735959053039551
7, No,5.2027201652526855
7, Mary,-1.7858226299285889
7, Cow,1.5746790170669556
7, Ocean,0.7149571180343628
8, Yes,4.940679550170898
8, No,3.9124739170074463
8, Mary,-1.0512046813964844
8, Cow,1.4984471797943115
8, Ocean,-0.5991193056106567
9, Yes,4.603095531463623
9, No,3.361088514328003
9, Mary,-1.4424394369125366
9, Cow,2.05678653717041
9, Ocean,0.32372424006462097
10, Yes,6.014227390289307
10, No,2.300767421722412
10, Mary,-0.9213094711303711
10, Cow,1.15128755569458
10, Ocean,-0.45842620730400085
11, Yes,6.794425964355469
11, No,2.224853038787842
11, Mary,-0.35280343890190125
11, Cow,1.2124595642089844
11, Ocean,-1.1893763542175293
12, Yes,7.641861915588379
12, No,2.385758399963379
12, Mary,-0.16863468289375305
12, Cow,0.35309016704559326
12, Ocean,-0.7818898558616638
13, Yes,8.55237102508545
13, No,5.09801721572876
13, Mary,-0.8299510478973389
13, Cow,0.6681208610534668
13, Ocean,-0.7872695326805115
14, Yes,10.234312057495117
14, No,4.849148750305176
14, Mary,-1.7366340160369873
14, Cow,-0.038788676261901855
14, Ocean,-1.6613253355026245
15, Yes,12.40904426574707
15, No,6.622037887573242
15, Mary,-1.3485853672027588
15, Cow,0.0014818906784057617
15, Ocean,-0.9019843935966492
16, Yes,13.64548397064209
16, No,9.299135208129883
16, Mary,-1.733630657196045
16, Cow,-0.19793248176574707
16, Ocean,-1.00101900100708
17, Yes,19.077119827270508
17, No,16.58201789855957
17, Mary,0.5667593479156494
17, Cow,0.17127585411071777
17, Ocean,-1.993990182876587
18, Yes,19.662363052368164
18, No,17.510986328125
18, Mary,1.2467117309570312
18, Cow,-1.0641236305236816
18, Ocean,-2.842674732208252
19, Yes,19.925973892211914
19, No,18.87440299987793
19, Mary,1.0013315677642822
19, Cow,-0.7132635116577148
19, Ocean,-3.1356163024902344
20, Yes,20.714420318603516
20, No,22.053800582885742
20, Mary,2.490614891052246
20, Cow,-0.6737837791442871
20, Ocean,-2.9584460258483887
21, Yes,18.416427612304688
21, No,18.510957717895508
21, Mary,2.3423380851745605
21, Cow,-0.5681823492050171
21, Ocean,-2.627577066421509
22, Yes,15.160323143005371
22, No,15.041535377502441
22, Mary,-0.050437211990356445
22, Cow,-2.981576919555664
22, Ocean,-2.970534563064575
23, Yes,19.422386169433594
23, No,19.111957550048828
23, Mary,1.9573557376861572
23, Cow,-2.0435218811035156
23, Ocean,-0.525181770324707
