layer,token,logit
0,Yes,0.48607656359672546
0,No,0.46509331464767456
1,Yes,0.8967907428741455
1,No,0.5681009292602539
2,Yes,2.306130886077881
2,No,1.6204962730407715
3,Yes,1.5440980195999146
3,No,2.218424081802368
4,Yes,0.8073984384536743
4,No,1.8411322832107544
5,Yes,0.5600747466087341
5,No,2.4264864921569824
6,Yes,1.6801211833953857
6,No,3.487783908843994
7,Yes,1.4609026908874512
7,No,3.20009183883667
8,Yes,0.1719765067100525
8,No,1.6229248046875
9,Yes,-2.3127455711364746
9,No,-0.18217575550079346
10,Yes,-1.627013921737671
10,No,-0.13836824893951416
11,Yes,-1.2005534172058105
11,No,2.2551608085632324
12,Yes,-3.549302816390991
12,No,0.49628305435180664
13,Yes,0.5651992559432983
13,No,3.937504291534424
14,Yes,-0.8919342160224915
14,No,2.1750564575195312
15,Yes,-3.5583746433258057
15,No,-1.1508617401123047
16,Yes,-3.8413238525390625
16,No,-1.0174012184143066
17,Yes,-3.1483757495880127
17,No,1.3712213039398193
18,Yes,-1.5699443817138672
18,No,4.330488204956055
19,Yes,-1.0999889373779297
19,No,9.4275484085083
20,Yes,0.7858009338378906
20,No,12.125950813293457
21,Yes,1.265151023864746
21,No,11.342986106872559
22,Yes,1.3029959201812744
22,No,11.130851745605469
23,Yes,5.321974277496338
23,No,13.453620910644531
