layer,token,logit
0, Yes,0.4760574996471405
0, No,0.9755398035049438
0, Mary,-0.4554426372051239
0, Cow,1.6521360874176025
0, Ocean,-0.24998262524604797
1, Yes,1.1620866060256958
1, No,0.5855980515480042
1, Mary,-1.0426214933395386
1, Cow,1.6311345100402832
1, Ocean,-0.3156100809574127
2, Yes,1.305794358253479
2, No,1.7450963258743286
2, Mary,-1.0524400472640991
2, Cow,1.8920410871505737
2, Ocean,0.0018350034952163696
3, Yes,3.660332679748535
3, No,2.6426749229431152
3, Mary,-0.502234935760498
3, Cow,0.8037456274032593
3, Ocean,0.3021118938922882
4, Yes,3.6070377826690674
4, No,3.513624429702759
4, Mary,-0.6752432584762573
4, Cow,1.1674680709838867
4, Ocean,0.8739213943481445
5, Yes,3.491183042526245
5, No,3.1565616130828857
5, Mary,-1.7698571681976318
5, Cow,0.5562625527381897
5, Ocean,1.299696922302246
6, Yes,5.564754962921143
6, No,4.896847724914551
6, Mary,-2.359748601913452
6, Cow,0.32711294293403625
6, Ocean,1.4937690496444702
7, Yes,5.570124626159668
7, No,4.955074787139893
7, Mary,-1.9283736944198608
7, Cow,1.2356016635894775
7, Ocean,0.8017308712005615
8, Yes,4.886556148529053
8, No,3.7095284461975098
8, Mary,-1.150986671447754
8, Cow,1.1967917680740356
8, Ocean,-0.4559237062931061
9, Yes,4.4094109535217285
9, No,3.1102452278137207
9, Mary,-1.5072882175445557
9, Cow,1.7426224946975708
9, Ocean,0.2911187708377838
10, Yes,5.362110137939453
10, No,2.0156567096710205
10, Mary,-0.83253014087677
10, Cow,0.5490807294845581
10, Ocean,-0.3368982970714569
11, Yes,6.009099960327148
11, No,2.1583645343780518
11, Mary,-0.246687114238739
11, Cow,0.6503049731254578
11, Ocean,-1.186439037322998
12, Yes,7.041071891784668
12, No,2.282083749771118
12, Mary,0.17836660146713257
12, Cow,0.2515357732772827
12, Ocean,-0.6285438537597656
13, Yes,8.104010581970215
13, No,4.927708148956299
13, Mary,-0.43939557671546936
13, Cow,0.5935330390930176
13, Ocean,-0.6036636829376221
14, Yes,9.540242195129395
14, No,4.449104309082031
14, Mary,-1.3337548971176147
14, Cow,0.06306195259094238
14, Ocean,-1.4723957777023315
15, Yes,11.396202087402344
15, No,6.387555122375488
15, Mary,-1.0912175178527832
15, Cow,0.17075121402740479
15, Ocean,-1.201266884803772
16, Yes,12.659567832946777
16, No,9.032280921936035
16, Mary,-1.4672870635986328
16, Cow,-0.08081340789794922
16, Ocean,-1.3766943216323853
17, Yes,18.229286193847656
17, No,16.815292358398438
17, Mary,0.798132061958313
17, Cow,0.8904844522476196
17, Ocean,-1.8683364391326904
18, Yes,17.980316162109375
18, No,16.959171295166016
18, Mary,0.8512287139892578
18, Cow,-0.5940712690353394
18, Ocean,-3.052375555038452
19, Yes,17.564964294433594
19, No,17.4569091796875
19, Mary,-0.04135870933532715
19, Cow,-0.53243088722229
19, Ocean,-3.572399377822876
20, Yes,18.657211303710938
20, No,20.495100021362305
20, Mary,1.3416392803192139
20, Cow,-0.8716747760772705
20, Ocean,-3.7092528343200684
21, Yes,16.312068939208984
21, No,16.884735107421875
21, Mary,1.0997238159179688
21, Cow,-0.7548918724060059
21, Ocean,-3.1832401752471924
22, Yes,13.47225284576416
22, No,13.95198917388916
22, Mary,-1.0363130569458008
22, Cow,-2.9381308555603027
22, Ocean,-3.396439790725708
23, Yes,18.263158798217773
23, No,17.95624351501465
23, Mary,1.0160868167877197
23, Cow,-1.9997342824935913
23, Ocean,-1.7457315921783447
