Head,LogitDiff
Layer24Head5,0.271484375
Layer24Head7,0.135009765625
Layer26Head1,0.047607421875
Layer24Head0,0.04278564453125
Layer26Head0,0.03436279296875
Layer24Head4,0.028778076171875
Layer34Head14,0.02691650390625
Layer35Head12,0.02642822265625
Layer28Head2,0.0244140625
Layer28Head5,0.0215301513671875
Layer28Head6,0.0175018310546875
Layer24Head6,0.0146331787109375
Layer26Head4,0.014495849609375
Layer28Head3,0.013942718505859375
Layer26Head11,0.011463165283203125
Layer24Head10,0.010946273803710938
Layer35Head13,0.01093292236328125
Layer34Head9,0.010929107666015625
Layer23Head1,0.01027679443359375
Layer28Head14,0.010103225708007812
Layer27Head8,0.00975799560546875
Layer26Head8,0.009096145629882812
Layer25Head8,0.0071048736572265625
Layer26Head5,0.006755828857421875
Layer34Head0,0.00658416748046875
Layer35Head15,0.00640869140625
Layer26Head2,0.0062351226806640625
Layer22Head7,0.00576019287109375
Layer23Head10,0.00556182861328125
Layer29Head10,0.00539398193359375
Layer34Head13,0.00524139404296875
Layer26Head13,0.0050525665283203125
Layer35Head8,0.00455474853515625
Layer17Head5,0.00439453125
Layer21Head3,0.0042266845703125
Layer6Head6,0.0038604736328125
Layer17Head4,0.00371551513671875
Layer12Head8,0.00370025634765625
Layer7Head9,0.003559112548828125
Layer25Head15,0.003387451171875
Layer16Head8,0.003387451171875
Layer34Head2,0.00337982177734375
Layer29Head0,0.00337982177734375
Layer0Head6,0.00321197509765625
Layer20Head8,0.00321197509765625
Layer4Head1,0.003204345703125
Layer27Head1,0.0030517578125
Layer22Head0,0.00304412841796875
Layer23Head6,0.0030364990234375
Layer30Head6,0.0030364990234375
Layer7Head10,0.003021240234375
Layer4Head4,0.00286102294921875
Layer13Head13,0.00270843505859375
Layer27Head3,0.0027008056640625
Layer18Head4,0.0027008056640625
Layer11Head13,0.0027008056640625
Layer31Head13,0.00254058837890625
Layer26Head14,0.00254058837890625
Layer14Head4,0.002532958984375
Layer7Head8,0.00252532958984375
Layer7Head4,0.00251007080078125
Layer17Head0,0.00250244140625
Layer13Head10,0.0023956298828125
Layer21Head5,0.00238800048828125
Layer29Head9,0.00237274169921875
Layer35Head6,0.00237274169921875
Layer30Head10,0.0023651123046875
Layer20Head3,0.002349853515625
Layer10Head10,0.00234222412109375
Layer1Head5,0.00234222412109375
Layer18Head5,0.0023345947265625
Layer34Head7,0.00222015380859375
Layer7Head12,0.00220489501953125
Layer11Head12,0.002197265625
Layer8Head14,0.00218963623046875
Layer16Head7,0.00218963623046875
Layer32Head7,0.0021820068359375
Layer13Head14,0.002044677734375
Layer28Head9,0.00201416015625
Layer9Head14,0.00201416015625
Layer10Head8,0.00201416015625
Layer8Head13,0.00200653076171875
Layer13Head5,0.00188446044921875
Layer7Head11,0.00188446044921875
Layer5Head7,0.0018768310546875
Layer6Head1,0.0018768310546875
Layer2Head8,0.00186920166015625
Layer22Head3,0.00186920166015625
Layer2Head11,0.001861572265625
Layer5Head12,0.001861572265625
Layer16Head0,0.001861572265625
Layer32Head9,0.001861572265625
Layer33Head8,0.00185394287109375
Layer14Head8,0.00185394287109375
Layer13Head1,0.0018463134765625
Layer1Head15,0.00183868408203125
Layer21Head7,0.0018310546875
Layer30Head12,0.0018310546875
Layer19Head10,0.00171661376953125
Layer5Head13,0.001708984375
Layer18Head11,0.001708984375
Layer28Head12,0.0016937255859375
Layer2Head1,0.00168609619140625
Layer31Head15,0.001678466796875
Layer19Head15,0.001678466796875
Layer12Head11,0.0016632080078125
Layer23Head5,0.00153350830078125
Layer7Head0,0.00153350830078125
Layer0Head3,0.00151824951171875
Layer11Head14,0.00151824951171875
Layer14Head3,0.0015106201171875
Layer7Head13,0.0015106201171875
Layer18Head2,0.00150299072265625
Layer12Head0,0.00150299072265625
Layer6Head5,0.001495361328125
Layer27Head7,0.001495361328125
Layer21Head11,0.001373291015625
Layer30Head2,0.00136566162109375
Layer13Head15,0.00136566162109375
Layer5Head9,0.0013580322265625
Layer11Head10,0.0013580322265625
Layer3Head7,0.0013580322265625
Layer0Head15,0.0013580322265625
Layer6Head11,0.00135040283203125
Layer30Head13,0.0013427734375
Layer13Head12,0.0013427734375
Layer21Head10,0.00133514404296875
Layer16Head9,0.0012054443359375
Layer0Head1,0.0012054443359375
Layer31Head1,0.00119781494140625
Layer19Head13,0.00119781494140625
Layer12Head2,0.00119781494140625
Layer16Head13,0.001190185546875
Layer29Head11,0.001190185546875
Layer12Head15,0.001190185546875
Layer27Head11,0.00118255615234375
Layer16Head2,0.00118255615234375
Layer19Head0,0.0011749267578125
Layer23Head9,0.0011749267578125
Layer18Head8,0.0011749267578125
Layer8Head5,0.0011749267578125
Layer27Head13,0.00116729736328125
Layer8Head7,0.00115966796875
Layer7Head2,0.00115966796875
Layer25Head3,0.00115966796875
Layer24Head13,0.0010528564453125
Layer20Head0,0.00104522705078125
Layer31Head7,0.00103759765625
Layer21Head14,0.00102996826171875
Layer12Head7,0.00102996826171875
Layer25Head12,0.00102996826171875
Layer11Head15,0.0010223388671875
Layer10Head11,0.0010223388671875
Layer5Head6,0.0010223388671875
Layer0Head10,0.00101470947265625
Layer30Head15,0.00101470947265625
Layer25Head1,0.00101470947265625
Layer18Head12,0.001007080078125
Layer29Head7,0.001007080078125
Layer10Head1,0.001007080078125
Layer8Head11,0.001007080078125
Layer32Head10,0.001007080078125
Layer7Head5,0.0009918212890625
Layer20Head5,0.00087738037109375
Layer15Head5,0.0008697509765625
Layer29Head3,0.0008697509765625
Layer2Head5,0.00086212158203125
Layer33Head2,0.00086212158203125
Layer30Head1,0.0008544921875
Layer20Head4,0.0008544921875
Layer3Head11,0.0008544921875
Layer9Head7,0.0008544921875
Layer17Head6,0.0008544921875
Layer12Head14,0.0008544921875
Layer21Head0,0.00084686279296875
Layer5Head15,0.00084686279296875
Layer5Head4,0.00084686279296875
Layer23Head13,0.00084686279296875
Layer32Head12,0.00084686279296875
Layer33Head14,0.00084686279296875
Layer20Head15,0.0008392333984375
Layer13Head2,0.0008392333984375
Layer16Head10,0.0008392333984375
Layer10Head4,0.000823974609375
Layer14Head7,0.000701904296875
Layer24Head15,0.000701904296875
Layer4Head2,0.000701904296875
Layer14Head1,0.000701904296875
Layer19Head7,0.00069427490234375
Layer27Head10,0.00069427490234375
Layer32Head8,0.0006866455078125
Layer6Head15,0.0006866455078125
Layer11Head9,0.0006866455078125
Layer2Head3,0.0006866455078125
Layer5Head14,0.0006866455078125
Layer11Head0,0.0006866455078125
Layer35Head3,0.00067901611328125
Layer12Head9,0.00067901611328125
Layer19Head2,0.00067138671875
Layer19Head1,0.00067138671875
Layer35Head2,0.00067138671875
Layer27Head12,0.00067138671875
Layer1Head10,0.00067138671875
Layer16Head6,0.00067138671875
Layer1Head4,0.00067138671875
Layer27Head0,0.00067138671875
