layer,token,logit
0, Yes,3.226992607116699
0, No,1.747156023979187
0, Mary,1.6250025033950806
0, Cow,2.2907748222351074
0, Ocean,-0.7719405889511108
1, Yes,2.5502736568450928
1, No,0.15943193435668945
1, Mary,0.353304386138916
1, Cow,1.756770133972168
1, Ocean,-1.803734302520752
2, Yes,2.783641815185547
2, No,0.8998461365699768
2, Mary,0.2914629578590393
2, Cow,2.207404136657715
2, Ocean,-1.5772480964660645
3, Yes,4.489312648773193
3, No,1.302249789237976
3, Mary,-0.9035215377807617
3, Cow,1.4419556856155396
3, Ocean,-1.4809787273406982
4, Yes,4.434536457061768
4, No,0.8448173999786377
4, Mary,-0.3321971893310547
4, Cow,1.3398404121398926
4, Ocean,-0.9369004964828491
5, Yes,4.1510748863220215
5, No,1.1723947525024414
5, Mary,-0.6620684862136841
5, Cow,1.6286029815673828
5, Ocean,-0.11780339479446411
6, Yes,5.88156270980835
6, No,0.788844108581543
6, Mary,-0.9636597037315369
6, Cow,3.180213451385498
6, Ocean,-2.205145835876465
7, Yes,8.081350326538086
7, No,2.260392427444458
7, Mary,0.0976858139038086
7, Cow,3.3196277618408203
7, Ocean,-0.8524177074432373
8, Yes,9.014533996582031
8, No,3.919858455657959
8, Mary,1.1597719192504883
8, Cow,3.2799437046051025
8, Ocean,0.022640109062194824
9, Yes,8.713140487670898
9, No,3.8054072856903076
9, Mary,1.554955244064331
9, Cow,1.752103567123413
9, Ocean,0.591514527797699
10, Yes,12.072020530700684
10, No,4.343069553375244
10, Mary,-1.4736360311508179
10, Cow,1.1833372116088867
10, Ocean,0.9768284559249878
11, Yes,14.69577407836914
11, No,5.373015880584717
11, Mary,-2.0098609924316406
11, Cow,0.9031500816345215
11, Ocean,-0.43691501021385193
12, Yes,13.0634183883667
12, No,5.255906105041504
12, Mary,1.2274560928344727
12, Cow,0.372971773147583
12, Ocean,0.5771240592002869
13, Yes,17.118824005126953
13, No,8.123030662536621
13, Mary,0.6854909658432007
13, Cow,0.8162166476249695
13, Ocean,-1.0242109298706055
14, Yes,17.719913482666016
14, No,7.477260589599609
14, Mary,2.5915639400482178
14, Cow,1.4314523935317993
14, Ocean,0.10267823934555054
15, Yes,15.007638931274414
15, No,9.074491500854492
15, Mary,1.9656873941421509
15, Cow,1.2955013513565063
15, Ocean,0.3942420482635498
16, Yes,17.032562255859375
16, No,6.1765971183776855
16, Mary,2.9594249725341797
16, Cow,-0.6637105941772461
16, Ocean,0.08452415466308594
17, Yes,16.714664459228516
17, No,8.392911911010742
17, Mary,2.8981969356536865
17, Cow,-1.428027868270874
17, Ocean,2.823411703109741
18, Yes,17.063865661621094
18, No,5.109847068786621
18, Mary,1.7142373323440552
18, Cow,-4.215852737426758
18, Ocean,0.664461612701416
19, Yes,16.330657958984375
19, No,7.47127628326416
19, Mary,4.314589023590088
19, Cow,-4.23704719543457
19, Ocean,-0.9274832010269165
20, Yes,14.809736251831055
20, No,6.652018070220947
20, Mary,3.910430431365967
20, Cow,-4.391849994659424
20, Ocean,-0.6604094505310059
21, Yes,16.632457733154297
21, No,7.362447738647461
21, Mary,4.163914680480957
21, Cow,-4.3885579109191895
21, Ocean,-1.6064012050628662
22, Yes,19.710853576660156
22, No,7.8088459968566895
22, Mary,2.8517632484436035
22, Cow,-6.635808944702148
22, Ocean,-0.48304033279418945
23, Yes,19.202932357788086
23, No,3.767561912536621
23, Mary,1.2277870178222656
23, Cow,-5.865335941314697
23, Ocean,0.14364075660705566
24, Yes,21.807876586914062
24, No,6.452733993530273
24, Mary,0.6893048286437988
24, Cow,0.5211095809936523
24, Ocean,0.8034994602203369
25, Yes,24.370285034179688
25, No,7.0829339027404785
25, Mary,-0.06044340133666992
25, Cow,-1.519242286682129
25, Ocean,-0.7737856507301331
26, Yes,49.46110534667969
26, No,16.50575828552246
26, Mary,1.6968841552734375
26, Cow,0.4007253646850586
26, Ocean,-3.2984890937805176
27, Yes,58.067138671875
27, No,26.984750747680664
27, Mary,1.6851563453674316
27, Cow,-6.1220011711120605
27, Ocean,-5.335800647735596
28, Yes,67.39976501464844
28, No,35.754581451416016
28, Mary,5.762050628662109
28, Cow,-1.783766746520996
28, Ocean,-5.938290119171143
29, Yes,87.88314819335938
29, No,41.73982238769531
29, Mary,6.827275276184082
29, Cow,-2.598695755004883
29, Ocean,-7.56715726852417
30, Yes,118.1800537109375
30, No,51.87456512451172
30, Mary,6.362310409545898
30, Cow,-2.626951217651367
30, Ocean,3.157761573791504
31, Yes,127.90313720703125
31, No,210.83984375
31, Mary,4.731096267700195
31, Cow,9.785676956176758
31, Ocean,6.035154342651367
32, Yes,140.5832977294922
32, No,216.48806762695312
32, Mary,14.269264221191406
32, Cow,12.447879791259766
32, Ocean,12.094263076782227
33, Yes,173.0732879638672
33, No,226.27359008789062
33, Mary,21.365711212158203
33, Cow,9.29298210144043
33, Ocean,25.861635208129883
34, Yes,160.08255004882812
34, No,203.87962341308594
34, Mary,46.83772277832031
34, Cow,26.165699005126953
34, Ocean,30.37843894958496
35, Yes,179.41580200195312
35, No,214.27029418945312
35, Mary,71.2388916015625
35, Cow,62.16917419433594
35, Ocean,59.269386291503906
