layer,token,logit
0,Yes,-0.05613695830106735
0,No,0.23366230726242065
1,Yes,-0.5723735094070435
1,No,-2.018092393875122
2,Yes,-0.7858808636665344
2,No,-0.45892447233200073
3,Yes,0.3270740509033203
3,No,-1.8244199752807617
4,Yes,-0.13135766983032227
4,No,-1.8299400806427002
5,Yes,-1.6535003185272217
5,No,-3.3436007499694824
6,Yes,-1.0138463973999023
6,No,0.7818295955657959
7,Yes,-1.3313250541687012
7,No,2.829129219055176
8,Yes,2.9122843742370605
8,No,0.6038833856582642
9,Yes,-3.2418947219848633
9,No,-3.8707284927368164
10,Yes,-3.281623363494873
10,No,-10.63003921508789
11,Yes,-0.46803104877471924
11,No,-5.348859786987305
12,Yes,-1.7709941864013672
12,No,-2.161895751953125
13,Yes,-4.2265472412109375
13,No,-3.236210346221924
14,Yes,-1.848315715789795
14,No,2.0202102661132812
15,Yes,-3.683469772338867
15,No,3.470276355743408
16,Yes,-11.168697357177734
16,No,-3.6810927391052246
17,Yes,-4.630274772644043
17,No,-6.782525062561035
18,Yes,-2.3090200424194336
18,No,-2.2099051475524902
19,Yes,0.8167386054992676
19,No,-1.3762454986572266
20,Yes,0.4583597183227539
20,No,4.006266117095947
21,Yes,-2.5630054473876953
21,No,3.362462043762207
22,Yes,-0.06407546997070312
22,No,4.175352096557617
23,Yes,-2.818685531616211
23,No,0.14708614349365234
24,Yes,-8.036470413208008
24,No,-1.991513729095459
25,Yes,-4.122978210449219
25,No,-11.615836143493652
26,Yes,-12.523561477661133
26,No,-17.23159408569336
27,Yes,-6.620600700378418
27,No,-17.34660530090332
28,Yes,-5.2277326583862305
28,No,-24.17694091796875
29,Yes,-4.521946907043457
29,No,-30.060163497924805
30,Yes,-8.851167678833008
30,No,-35.88399124145508
31,Yes,-18.677749633789062
31,No,-41.826698303222656
32,Yes,-34.26885986328125
32,No,-52.472354888916016
33,Yes,-40.83246612548828
33,No,-130.0019989013672
34,Yes,-1.1037969589233398
34,No,-110.47859954833984
35,Yes,37.481903076171875
35,No,-41.487239837646484
