layer,token,logit
0,Yes,-0.055001646280288696
0,No,0.2744278907775879
1,Yes,-0.6370614171028137
1,No,-2.047112226486206
2,Yes,-0.743194043636322
2,No,-0.4949721097946167
3,Yes,0.2157231569290161
3,No,-2.191629409790039
4,Yes,-0.25998902320861816
4,No,-1.8071422576904297
5,Yes,-0.9434463381767273
5,No,-2.6953773498535156
6,Yes,-0.5723720788955688
6,No,1.626471757888794
7,Yes,-0.6461286544799805
7,No,3.5796873569488525
8,Yes,3.911623954772949
8,No,1.345853328704834
9,Yes,-2.0312767028808594
9,No,-2.9406373500823975
10,Yes,-2.2321786880493164
10,No,-9.501168251037598
11,Yes,0.8427979350090027
11,No,-4.287734031677246
12,Yes,-0.5364623069763184
12,No,-1.0260961055755615
13,Yes,-3.078886032104492
13,No,-3.417668581008911
14,Yes,-0.09049224853515625
14,No,2.2434492111206055
15,Yes,-1.9021387100219727
15,No,3.515368938446045
16,Yes,-8.300501823425293
16,No,-3.6058835983276367
17,Yes,-2.6204795837402344
17,No,-6.976794719696045
18,Yes,-2.264557361602783
18,No,-3.472170829772949
19,Yes,-0.6278438568115234
19,No,-2.698990821838379
20,Yes,-2.302459716796875
20,No,2.805654525756836
21,Yes,-6.778250694274902
21,No,3.2225990295410156
22,Yes,-5.84012508392334
22,No,2.8101587295532227
23,Yes,-7.752131938934326
23,No,-1.2142810821533203
24,Yes,-11.118001937866211
24,No,-3.4511613845825195
25,Yes,-8.091733932495117
25,No,-12.787568092346191
26,Yes,-19.6345157623291
26,No,-18.118934631347656
27,Yes,-12.492624282836914
27,No,-18.209659576416016
28,Yes,-11.418157577514648
28,No,-27.115379333496094
29,Yes,-14.143128395080566
29,No,-32.57940673828125
30,Yes,-18.52686309814453
30,No,-38.17095947265625
31,Yes,-27.168926239013672
31,No,-41.1607551574707
32,Yes,-40.67212677001953
32,No,-50.9450569152832
33,Yes,-48.67530822753906
33,No,-130.7190399169922
34,Yes,-7.8795623779296875
34,No,-112.94794464111328
35,Yes,35.75071334838867
35,No,-41.325035095214844
