layer,token,logit
0, Yes,3.232022285461426
0, No,1.7448216676712036
0, Mary,1.6346333026885986
0, Cow,2.2563326358795166
0, Ocean,-0.7203512191772461
1, Yes,2.467355251312256
1, No,-0.061643242835998535
1, Mary,0.3242586851119995
1, Cow,1.7500503063201904
1, Ocean,-1.6851234436035156
2, Yes,2.646176338195801
2, No,0.6659772992134094
2, Mary,0.3708885908126831
2, Cow,2.1745684146881104
2, Ocean,-1.4871587753295898
3, Yes,4.138198375701904
3, No,0.9924228191375732
3, Mary,-0.7068973779678345
3, Cow,1.5086973905563354
3, Ocean,-1.33687424659729
4, Yes,4.269538402557373
4, No,0.6468021869659424
4, Mary,-0.14813733100891113
4, Cow,1.42338228225708
4, Ocean,-0.9149032235145569
5, Yes,3.8575446605682373
5, No,0.9072566032409668
5, Mary,-0.5238662958145142
5, Cow,1.7821474075317383
5, Ocean,-0.20411139726638794
6, Yes,5.726757049560547
6, No,0.4524540901184082
6, Mary,-0.9540049433708191
6, Cow,3.2082507610321045
6, Ocean,-2.422883987426758
7, Yes,7.782705783843994
7, No,2.1174654960632324
7, Mary,-0.020081043243408203
7, Cow,3.473109006881714
7, Ocean,-0.5777683258056641
8, Yes,8.689863204956055
8, No,3.432957649230957
8, Mary,1.1618012189865112
8, Cow,3.3237342834472656
8, Ocean,0.3894737958908081
9, Yes,8.305686950683594
9, No,3.5250494480133057
9, Mary,1.6564173698425293
9, Cow,1.635042667388916
9, Ocean,0.9030767679214478
10, Yes,11.283845901489258
10, No,3.7978925704956055
10, Mary,-1.689225196838379
10, Cow,1.1639628410339355
10, Ocean,1.0374598503112793
11, Yes,14.093429565429688
11, No,4.886662483215332
11, Mary,-2.0797531604766846
11, Cow,0.7472312450408936
11, Ocean,0.4221552014350891
12, Yes,12.743463516235352
12, No,4.532135486602783
12, Mary,0.6409142017364502
12, Cow,0.5417344570159912
12, Ocean,0.9669945240020752
13, Yes,16.176551818847656
13, No,7.185986518859863
13, Mary,-0.26963889598846436
13, Cow,1.4845285415649414
13, Ocean,-0.14493966102600098
14, Yes,15.357359886169434
14, No,6.470912933349609
14, Mary,1.5294899940490723
14, Cow,1.5749620199203491
14, Ocean,0.4727386236190796
15, Yes,13.550268173217773
15, No,8.70451545715332
15, Mary,2.2053029537200928
15, Cow,0.15987658500671387
15, Ocean,-1.2097184658050537
16, Yes,16.289918899536133
16, No,5.932690620422363
16, Mary,3.881324291229248
16, Cow,-0.6601788997650146
16, Ocean,0.549663782119751
17, Yes,17.034013748168945
17, No,6.997502326965332
17, Mary,2.2779104709625244
17, Cow,-2.078605890274048
17, Ocean,4.31130313873291
18, Yes,15.885308265686035
18, No,5.1507720947265625
18, Mary,-0.33514004945755005
18, Cow,-4.515359878540039
18, Ocean,1.3972442150115967
19, Yes,15.001441955566406
19, No,9.075763702392578
19, Mary,2.2980234622955322
19, Cow,-3.542814016342163
19, Ocean,2.188892126083374
20, Yes,14.029195785522461
20, No,7.9130940437316895
20, Mary,-0.2135070562362671
20, Cow,-3.125112533569336
20, Ocean,1.637434720993042
21, Yes,15.968194007873535
21, No,6.868893146514893
21, Mary,0.4954531192779541
21, Cow,-2.7601733207702637
21, Ocean,-0.04730796813964844
22, Yes,18.805458068847656
22, No,7.759421348571777
22, Mary,-0.009427189826965332
22, Cow,-5.578042984008789
22, Ocean,-0.4942049980163574
23, Yes,20.488983154296875
23, No,4.596585273742676
23, Mary,-1.7118723392486572
23, Cow,-4.504146575927734
23, Ocean,-1.412265658378601
24, Yes,25.28711700439453
24, No,3.9728236198425293
24, Mary,-3.9806079864501953
24, Cow,-0.6822795867919922
24, Ocean,0.15566205978393555
25, Yes,31.284955978393555
25, No,4.952943325042725
25, Mary,-3.549905776977539
25, Cow,-2.0705604553222656
25, Ocean,0.9470052719116211
26, Yes,63.52898025512695
26, No,14.72753620147705
26, Mary,-2.0170376300811768
26, Cow,-0.12007856369018555
26, Ocean,-3.460592746734619
27, Yes,75.49313354492188
27, No,19.993572235107422
27, Mary,-1.0565056800842285
27, Cow,-8.129571914672852
27, Ocean,-4.839204788208008
28, Yes,85.36701965332031
28, No,25.021696090698242
28, Mary,5.96449089050293
28, Cow,-5.037332057952881
28, Ocean,-6.538846015930176
29, Yes,102.34266662597656
29, No,31.249229431152344
29, Mary,9.452438354492188
29, Cow,-7.051853179931641
29, Ocean,-6.171839237213135
30, Yes,175.75689697265625
30, No,51.62189865112305
30, Mary,12.34677505493164
30, Cow,-9.948445320129395
30, Ocean,0.025276660919189453
31, Yes,194.39761352539062
31, No,76.77552795410156
31, Mary,13.092023849487305
31, Cow,-6.411749839782715
31, Ocean,-1.8500289916992188
32, Yes,210.43649291992188
32, No,90.46473693847656
32, Mary,23.969640731811523
32, Cow,-9.442220687866211
32, Ocean,0.14774036407470703
33, Yes,222.62841796875
33, No,111.24134826660156
33, Mary,32.04402160644531
33, Cow,-6.4473724365234375
33, Ocean,11.997875213623047
34, Yes,223.01992797851562
34, No,149.98626708984375
34, Mary,58.14881896972656
34, Cow,10.734054565429688
34, Ocean,30.114187240600586
35, Yes,212.81703186035156
35, No,175.37844848632812
35, Mary,78.66220092773438
35, Cow,47.856266021728516
35, Ocean,58.0086669921875
