Layer,Head,Contribution
22,0,0.37112241983413696
16,4,0.3683587908744812
31,4,0.3565428853034973
8,9,0.35361573100090027
20,15,0.35173529386520386
24,0,0.3511645197868347
18,8,0.34972211718559265
6,7,0.3478257656097412
28,7,0.34756577014923096
24,5,0.3471808433532715
11,1,0.34327250719070435
5,15,0.34037238359451294
31,7,0.33402830362319946
30,5,0.31229734420776367
5,4,0.3115924894809723
4,6,0.3104226887226105
0,5,0.3077852725982666
15,9,0.30147770047187805
22,13,0.29953262209892273
16,7,0.2958119213581085
21,5,0.2914116382598877
2,0,0.2903364300727844
6,14,0.287720263004303
26,1,0.282755970954895
0,1,0.28056836128234863
24,9,0.274547815322876
1,0,0.2730642259120941
8,11,0.26305392384529114
13,10,0.2629219889640808
18,10,0.2614285349845886
1,4,0.2590414881706238
16,3,0.2519669234752655
23,13,0.24336475133895874
27,15,0.2396833896636963
8,5,0.237644761800766
11,5,0.23685675859451294
23,8,0.23161128163337708
21,14,0.23102527856826782
1,7,0.230059415102005
21,8,0.22832119464874268
6,11,0.22653445601463318
22,12,0.21785008907318115
26,15,0.21533414721488953
11,10,0.21226930618286133
13,7,0.21134668588638306
12,1,0.20922315120697021
17,1,0.2039439082145691
0,4,0.1956145167350769
0,2,0.1930353045463562
29,1,0.19227102398872375
6,5,0.19222648441791534
14,0,0.18605363368988037
25,14,0.18367639183998108
10,9,0.18306130170822144
7,7,0.18167920410633087
7,2,0.15105369687080383
26,12,0.1500573456287384
2,3,0.14528314769268036
5,12,0.1423874795436859
17,4,0.14225035905838013
13,1,0.1383051723241806
1,5,0.13421298563480377
20,1,0.13226252794265747
17,3,0.12921607494354248
7,14,0.12813425064086914
11,6,0.1263045072555542
22,10,0.12486577033996582
21,9,0.11907792091369629
22,15,0.11487716436386108
8,6,0.1139385998249054
20,10,0.1115732192993164
8,12,0.10605904459953308
5,7,0.10594065487384796
16,6,0.09921352565288544
9,2,0.09696677327156067
12,9,0.08884499967098236
0,13,0.08531874418258667
16,2,0.07787412405014038
27,14,0.07270693778991699
3,2,0.07032619416713715
7,9,0.06772243976593018
31,0,0.06578904390335083
1,9,0.044947028160095215
7,11,0.0448153018951416
5,3,0.04358842968940735
32,13,0.04323345422744751
14,9,0.03897899389266968
28,11,0.03705859184265137
21,1,0.03637024760246277
26,4,0.029949069023132324
9,11,0.02706807851791382
2,7,0.0256948322057724
18,4,0.022949695587158203
11,2,0.016192739829421043
4,9,0.015470445156097412
31,1,0.012974560260772705
8,3,0.007325112819671631
28,4,0.007033824920654297
29,13,0.00522264838218689
2,6,-0.006121128797531128
21,15,-0.007960982620716095
19,13,-0.016885876655578613
23,3,-0.017463892698287964
32,1,-0.023042678833007812
10,1,-0.02514636516571045
9,4,-0.02531355619430542
28,10,-0.02619752287864685
7,3,-0.0299251526594162
6,9,-0.033638980239629745
6,1,-0.03453066945075989
18,11,-0.04003721475601196
2,5,-0.04666435718536377
0,14,-0.0494975745677948
6,12,-0.05028633773326874
29,5,-0.05397084355354309
14,11,-0.054856687784194946
1,6,-0.057113178074359894
0,10,-0.05818772315979004
22,3,-0.05821549892425537
2,8,-0.06516657769680023
9,14,-0.0677521824836731
20,4,-0.06861066818237305
10,12,-0.07259178161621094
22,14,-0.07427418231964111
33,15,-0.07774758338928223
5,5,-0.07934834063053131
12,4,-0.08198720216751099
11,7,-0.08375781774520874
0,11,-0.08508777618408203
13,9,-0.08686321973800659
26,14,-0.08726054430007935
13,5,-0.09200510382652283
1,2,-0.0922052264213562
30,8,-0.09415102005004883
11,0,-0.10207229852676392
14,7,-0.10281940549612045
12,10,-0.11371833086013794
2,10,-0.11877097189426422
7,5,-0.12007719278335571
10,2,-0.12925875186920166
1,12,-0.13529030978679657
31,9,-0.13552558422088623
11,4,-0.1417696177959442
5,14,-0.14349544048309326
35,3,-0.14840912818908691
8,7,-0.15268303453922272
15,3,-0.15488958358764648
1,3,-0.1554165482521057
0,7,-0.15592707693576813
34,13,-0.1565459966659546
26,10,-0.1591486930847168
29,3,-0.16038233041763306
1,10,-0.1668994128704071
16,15,-0.1719270795583725
32,7,-0.17425042390823364
12,2,-0.17518475651741028
7,10,-0.183086559176445
23,1,-0.18428975343704224
11,11,-0.18800246715545654
13,12,-0.19364914298057556
34,7,-0.1937558650970459
21,10,-0.19517165422439575
20,12,-0.19834765791893005
12,0,-0.20625382661819458
2,15,-0.2092612236738205
10,13,-0.21165600419044495
30,4,-0.21662673354148865
13,0,-0.22334319353103638
3,8,-0.2289867401123047
5,2,-0.2310609519481659
5,1,-0.23631882667541504
18,9,-0.23663613200187683
17,10,-0.2396027147769928
11,14,-0.24186435341835022
10,3,-0.2450566589832306
25,12,-0.24553638696670532
10,4,-0.25924843549728394
23,5,-0.2699165344238281
13,15,-0.2700682282447815
14,1,-0.272856205701828
12,6,-0.27714794874191284
10,5,-0.2785087823867798
35,7,-0.28044593334198
12,11,-0.2813117504119873
1,15,-0.28467559814453125
7,13,-0.28540313243865967
2,2,-0.2856862545013428
21,0,-0.2888568341732025
29,10,-0.2956066131591797
32,3,-0.29639071226119995
14,3,-0.3022139072418213
25,8,-0.30637669563293457
8,8,-0.3064807951450348
21,3,-0.3073233366012573
32,11,-0.30736470222473145
8,14,-0.30972397327423096
22,5,-0.31611406803131104
5,8,-0.32561755180358887
1,13,-0.3338320553302765
6,2,-0.33451783657073975
3,0,-0.33491623401641846
21,7,-0.33498433232307434
22,11,-0.3416382968425751
4,11,-0.34187567234039307
9,9,-0.3430602550506592
1,11,-0.3438512086868286
2,12,-0.3439905643463135
20,11,-0.35519886016845703
10,11,-0.35795605182647705
12,8,-0.3694677948951721
27,10,-0.3717164695262909
27,6,-0.37194883823394775
14,12,-0.379755437374115
29,15,-0.3862580955028534
27,0,-0.38844358921051025
23,2,-0.3936598300933838
0,15,-0.40114253759384155
35,2,-0.4013269543647766
24,8,-0.40859857201576233
31,3,-0.4108847379684448
2,13,-0.4217337667942047
10,14,-0.42279455065727234
19,15,-0.4286098778247833
9,3,-0.4304189682006836
0,0,-0.435798704624176
12,3,-0.4404188394546509
28,6,-0.4575914144515991
9,12,-0.46539822220802307
17,6,-0.46627864241600037
9,6,-0.46970582008361816
18,5,-0.4717869162559509
10,0,-0.47370362281799316
33,7,-0.474490761756897
31,13,-0.47496485710144043
13,4,-0.48077768087387085
19,7,-0.48201417922973633
21,2,-0.48872607946395874
16,5,-0.4946855902671814
4,7,-0.503902792930603
29,8,-0.5040940642356873
22,2,-0.515178382396698
9,10,-0.5159940123558044
25,6,-0.5434942245483398
6,8,-0.5437123775482178
4,13,-0.5566674470901489
18,1,-0.5566724538803101
5,10,-0.562503457069397
10,6,-0.5670636892318726
15,1,-0.5680378675460815
3,9,-0.5818610191345215
13,6,-0.5841835737228394
15,12,-0.5957044959068298
24,13,-0.5972869396209717
7,12,-0.5976016521453857
15,6,-0.6029719710350037
13,3,-0.6084270477294922
9,7,-0.6131386160850525
31,8,-0.6230678558349609
22,7,-0.6322263479232788
25,11,-0.6366797089576721
27,4,-0.6379310488700867
19,6,-0.6383455991744995
18,12,-0.6511417627334595
25,15,-0.6624095439910889
15,13,-0.6680591106414795
26,2,-0.6688725352287292
7,6,-0.6793675422668457
35,0,-0.6838560700416565
33,11,-0.6899375915527344
20,6,-0.695365309715271
31,6,-0.6973433494567871
11,12,-0.7037292718887329
3,5,-0.7120656967163086
20,14,-0.7156202793121338
4,8,-0.719260036945343
17,0,-0.7279914021492004
15,7,-0.7424142956733704
8,1,-0.7513139247894287
19,5,-0.7583234906196594
15,8,-0.7616469860076904
11,15,-0.7640424370765686
19,14,-0.7891961932182312
24,15,-0.7946342825889587
33,13,-0.7947728633880615
31,15,-0.7956243753433228
13,2,-0.8212891817092896
4,0,-0.8223142623901367
28,8,-0.8267902731895447
4,15,-0.8285558223724365
19,1,-0.8317412734031677
13,8,-0.8351434469223022
28,12,-0.8576036095619202
9,5,-0.8595708012580872
24,3,-0.860681414604187
26,3,-0.8609488606452942
27,1,-0.8683977127075195
29,0,-0.8899920582771301
3,6,-0.8955071568489075
5,13,-0.8994576930999756
21,12,-0.901644766330719
19,12,-0.9056358933448792
16,0,-0.9101929664611816
6,0,-0.911226749420166
14,6,-0.930946946144104
23,11,-0.9338690638542175
3,1,-0.9398884773254395
10,8,-0.9447587728500366
18,2,-0.9547462463378906
18,7,-0.9585790634155273
3,7,-0.9616333842277527
17,13,-0.9637117981910706
6,4,-0.9652968049049377
32,14,-0.9700748920440674
0,8,-0.9741420149803162
5,0,-0.9901964068412781
27,7,-0.9984591007232666
28,2,-1.0036489963531494
13,13,-1.0099576711654663
33,4,-1.0154718160629272
23,15,-1.028421401977539
24,10,-1.0383118391036987
18,15,-1.041346788406372
3,4,-1.0768896341323853
26,6,-1.0908753871917725
34,2,-1.1503026485443115
27,8,-1.157787561416626
33,12,-1.1649714708328247
17,7,-1.1812747716903687
32,8,-1.18428373336792
29,14,-1.2083230018615723
11,8,-1.2157498598098755
23,7,-1.2179452180862427
30,3,-1.2232997417449951
5,11,-1.2486779689788818
25,2,-1.2788983583450317
6,6,-1.2817842960357666
6,13,-1.2942559719085693
20,5,-1.303879737854004
22,9,-1.3054101467132568
3,12,-1.3107229471206665
12,12,-1.329005241394043
2,9,-1.3309682607650757
31,11,-1.3595473766326904
23,10,-1.3621798753738403
20,0,-1.4024564027786255
20,13,-1.430499792098999
32,10,-1.4429696798324585
32,6,-1.4596327543258667
12,14,-1.4634926319122314
4,1,-1.5036054849624634
12,13,-1.5242674350738525
19,11,-1.5766249895095825
14,14,-1.6101014614105225
28,0,-1.6575369834899902
19,9,-1.7009234428405762
17,9,-1.7280218601226807
32,9,-1.741386890411377
32,15,-1.7690496444702148
3,10,-1.8305302858352661
33,2,-1.8459757566452026
35,5,-1.8962048292160034
32,4,-1.976660966873169
15,0,-2.010087490081787
28,15,-2.059342384338379
13,11,-2.0654916763305664
24,14,-2.0977237224578857
31,5,-2.1716926097869873
31,14,-2.2437636852264404
32,5,-2.2651047706604004
30,0,-2.3029184341430664
26,9,-2.3981618881225586
34,9,-2.3996617794036865
34,0,-2.4283156394958496
24,1,-2.6033120155334473
32,0,-2.7509348392486572
30,7,-2.8047282695770264
33,0,-2.8659350872039795
28,5,-2.8915305137634277
16,9,-3.147475242614746
33,6,-3.312631130218506
34,15,-3.347308874130249
34,3,-3.5804202556610107
30,15,-3.8066792488098145
30,14,-3.9560813903808594
34,11,-3.9957656860351562
33,1,-4.101582050323486
33,8,-4.373456954956055
35,14,-5.193897247314453
35,11,-6.03724479675293
