layer,head,importance
0,0,4.854503631591797
1,7,4.148063659667969
1,1,3.903472900390625
3,7,3.109813690185547
3,0,2.7973709106445312
2,7,2.098552703857422
5,5,2.086742401123047
2,1,1.9890975952148438
0,6,1.8399085998535156
2,2,1.6690521240234375
