layer,head,importance
1,6,4.797811508178711
0,10,3.4373340606689453
0,8,3.3640823364257812
0,0,2.7411117553710938
0,4,2.5555248260498047
0,11,2.4697399139404297
0,5,1.8293190002441406
1,9,1.7143993377685547
0,3,1.5543289184570312
1,2,0.8725624084472656
0,1,0.8091411590576172
5,11,0.3675537109375
9,5,0.34639739990234375
2,9,0.33104705810546875
3,6,0.3231964111328125
10,9,0.30533599853515625
3,0,0.2987060546875
0,2,0.2907905578613281
3,8,0.26715850830078125
7,9,0.25591278076171875
6,4,0.2401885986328125
0,9,0.2172107696533203
9,10,0.20911216735839844
11,8,0.15958213806152344
5,4,0.1367626190185547
4,7,0.1356945037841797
10,1,0.13452911376953125
9,3,0.1338024139404297
5,1,0.12668609619140625
4,9,0.1180877685546875
7,11,0.11736488342285156
2,0,0.11383438110351562
6,8,0.10842132568359375
7,3,0.1009521484375
1,0,0.0955963134765625
7,6,0.09548759460449219
4,6,0.09330558776855469
6,0,0.09226417541503906
8,9,0.09017181396484375
4,1,0.08575439453125
6,6,0.074493408203125
5,10,0.07271194458007812
8,3,0.0661163330078125
11,4,0.06243896484375
2,11,0.06202507019042969
7,4,0.05523109436035156
3,4,0.0465850830078125
4,11,0.03954887390136719
10,2,0.039249420166015625
10,10,0.03073883056640625
5,6,0.02928924560546875
8,10,0.029035568237304688
9,11,0.024404525756835938
9,1,0.022394180297851562
10,6,0.019399642944335938
7,7,0.018014907836914062
8,4,0.017627716064453125
10,5,0.0169219970703125
10,11,0.01560211181640625
0,7,0.014688491821289062
9,8,0.01438140869140625
5,9,0.0137481689453125
9,7,0.013742446899414062
9,6,0.01097869873046875
