layer,head,mean,min,max
0,0,0.09556043893098831,0.08919727802276611,0.104648157954216
0,1,0.09512539952993393,0.08853738009929657,0.11078530550003052
0,2,0.1046394556760788,0.08901955932378769,0.15286411345005035
0,3,0.12441656738519669,0.08622266352176666,0.21716240048408508
0,4,0.10219744592905045,0.08912534266710281,0.12256351858377457
0,5,0.10317085683345795,0.08646321296691895,0.21319153904914856
0,6,0.09389287233352661,0.08864853531122208,0.11458475887775421
0,7,0.08998659253120422,0.08703182637691498,0.09718011319637299
1,0,0.0996745303273201,0.08946498483419418,0.12052391469478607
1,1,0.10516133159399033,0.08884183317422867,0.15841780602931976
1,2,0.09947599470615387,0.08975598216056824,0.13186416029930115
1,3,0.10004610568284988,0.08968126773834229,0.1272762417793274
1,4,0.09952012449502945,0.08980083465576172,0.11557243764400482
1,5,0.09893980622291565,0.08980514854192734,0.11648641526699066
1,6,0.10641210526227951,0.08954700082540512,0.14475980401039124
1,7,0.10052690654993057,0.08947043865919113,0.12480110675096512
2,0,0.09972325712442398,0.08971820771694183,0.10951835662126541
2,1,0.09983626753091812,0.08993272483348846,0.10889346897602081
2,2,0.09958193451166153,0.08984653651714325,0.11237367242574692
2,3,0.10210032016038895,0.08989507704973221,0.1216934472322464
2,4,0.10353745520114899,0.08909855037927628,0.1323000192642212
2,5,0.09816951304674149,0.08997883647680283,0.10956308245658875
2,6,0.0903533548116684,0.08647824823856354,0.10066253691911697
2,7,0.08955679833889008,0.08634494245052338,0.09354615956544876
3,0,0.09867087006568909,0.08936821669340134,0.1259479522705078
3,1,0.09831145405769348,0.08939094841480255,0.12286637723445892
3,2,0.10252360254526138,0.08963152766227722,0.12721437215805054
3,3,0.10057757049798965,0.08923841267824173,0.13578860461711884
3,4,0.10832724720239639,0.08888674527406693,0.14587585628032684
3,5,0.1011987254023552,0.08950074017047882,0.12603777647018433
3,6,0.0970701277256012,0.08927711099386215,0.11661937832832336
3,7,0.10187029838562012,0.08944986760616302,0.13051462173461914
4,0,0.08940855413675308,0.08783241361379623,0.09076790511608124
4,1,0.09507204592227936,0.08929067850112915,0.1100027859210968
4,2,0.09098172187805176,0.08890355378389359,0.09711185097694397
4,3,0.08866319060325623,0.08783944696187973,0.08966502547264099
4,4,0.08944620192050934,0.08767600357532501,0.09408529847860336
4,5,0.09225388616323471,0.08893917500972748,0.09794068336486816
4,6,0.0886751264333725,0.08758069574832916,0.09121836721897125
4,7,0.09164917469024658,0.08892843127250671,0.09905144572257996
5,0,0.10218165069818497,0.0873892605304718,0.19559486210346222
5,1,0.08702238649129868,0.08572190999984741,0.08880694955587387
5,2,0.13046155869960785,0.0853404626250267,0.23191052675247192
5,3,0.12876750528812408,0.08588158339262009,0.2230989933013916
5,4,0.09172692894935608,0.08533815294504166,0.12477686256170273
5,5,0.09694915264844894,0.08640267699956894,0.1572953313589096
5,6,0.08680636435747147,0.08533674478530884,0.08834242820739746
5,7,0.11430152505636215,0.08825284242630005,0.17274747788906097
