layer,head,mean,min,max
0,0,0.10047709196805954,0.08964789658784866,0.12147380411624908
0,1,0.09198860824108124,0.08859226852655411,0.0988762378692627
0,2,0.09946127980947495,0.08909888565540314,0.12428750097751617
0,3,0.08662412315607071,0.08607816696166992,0.08944831043481827
0,4,0.09082894772291183,0.0884322002530098,0.10343614965677261
0,5,0.09787098318338394,0.08912592381238937,0.11874499171972275
0,6,0.09203553199768066,0.0886618122458458,0.0982954353094101
0,7,0.08548274636268616,0.08536649495363235,0.08558932691812515
0,8,0.09812001138925552,0.08834019303321838,0.10803528875112534
0,9,0.08534407615661621,0.08534089475870132,0.08534885942935944
0,10,0.10250429064035416,0.08877521008253098,0.1464851349592209
0,11,0.0952405259013176,0.08931365609169006,0.10698795318603516
0,12,0.08788887411355972,0.08568401634693146,0.09148169308900833
0,13,0.08711473643779755,0.0859188660979271,0.09031882137060165
0,14,0.09388364106416702,0.0876721739768982,0.10558629781007767
0,15,0.0854320079088211,0.0853525698184967,0.08550536632537842
0,16,0.09549520164728165,0.08949296176433563,0.11178064346313477
0,17,0.09299737215042114,0.08868005126714706,0.10548247396945953
0,18,0.08930559456348419,0.08631585538387299,0.09638014435768127
0,19,0.0900324210524559,0.08795760571956635,0.09441345930099487
0,20,0.09422986954450607,0.08954353630542755,0.0992722138762474
0,21,0.09617046266794205,0.08798439800739288,0.11730638146400452
0,22,0.09760037809610367,0.08904044330120087,0.10684777796268463
0,23,0.08722362667322159,0.08648170530796051,0.08876993507146835
0,24,0.08538620918989182,0.08535940200090408,0.08540921658277512
0,25,0.09783294796943665,0.08896348625421524,0.11116354167461395
0,26,0.09451419115066528,0.08750996738672256,0.11161644756793976
0,27,0.09660458564758301,0.08981256186962128,0.11173015832901001
0,28,0.09272555261850357,0.08782552182674408,0.10361908376216888
0,29,0.0860758125782013,0.08539124578237534,0.08747018128633499
0,30,0.09887019544839859,0.08957735449075699,0.116059310734272
0,31,0.09590888023376465,0.0895782932639122,0.10912228375673294
1,0,0.09323828667402267,0.08903782814741135,0.09908899664878845
1,1,0.09356975555419922,0.08787887543439865,0.10069265216588974
1,2,0.09391658753156662,0.0890730768442154,0.098345085978508
1,3,0.08988136798143387,0.0881018117070198,0.0929129421710968
1,4,0.09441986680030823,0.08893665671348572,0.10258118808269501
1,5,0.09733915328979492,0.08863317966461182,0.11425983905792236
1,6,0.10416427999734879,0.08841291815042496,0.1572764664888382
1,7,0.08584979176521301,0.08538293838500977,0.08638668805360794
1,8,0.09088433533906937,0.08756190538406372,0.09418314695358276
1,9,0.09691990911960602,0.0897427424788475,0.1041947454214096
1,10,0.0993371531367302,0.08941415697336197,0.12498190999031067
1,11,0.08621331304311752,0.08549825102090836,0.08718732744455338
1,12,0.09412509948015213,0.08653552085161209,0.12628263235092163
1,13,0.0923633724451065,0.0867106020450592,0.09818897396326065
1,14,0.10113395750522614,0.08933075517416,0.13143403828144073
1,15,0.09632105380296707,0.0891018733382225,0.11832351982593536
1,16,0.10071247071027756,0.08943795412778854,0.12063668668270111
1,17,0.09869778156280518,0.08968697488307953,0.12007278949022293
1,18,0.0965544804930687,0.08977284282445908,0.1154615581035614
1,19,0.08724478632211685,0.08613497763872147,0.08988398313522339
1,20,0.09914212673902512,0.0891806110739708,0.10959204286336899
1,21,0.09827788919210434,0.08941882848739624,0.13469713926315308
