layer,head,mean,min,max
0,0,0.1064714714884758,0.08987648785114288,0.17098835110664368
0,1,0.09430137276649475,0.08909021317958832,0.10045578330755234
0,2,0.09558703005313873,0.08980773389339447,0.12185452878475189
0,3,0.09615049511194229,0.08948689699172974,0.10893817245960236
0,4,0.10284062474966049,0.08955823630094528,0.1316821426153183
0,5,0.09442665427923203,0.08893443644046783,0.1027882844209671
0,6,0.09555816650390625,0.08632337301969528,0.1104881763458252
0,7,0.0908111110329628,0.08704932779073715,0.10228356719017029
0,8,0.10991969704627991,0.08819793164730072,0.2016814649105072
0,9,0.09754883497953415,0.08922658115625381,0.1110888421535492
0,10,0.09728113561868668,0.08937621116638184,0.13066509366035461
0,11,0.09644047915935516,0.08946888893842697,0.12113650143146515
0,12,0.09473390877246857,0.08890079706907272,0.11385568976402283
0,13,0.1075473353266716,0.08892913162708282,0.1688385158777237
0,14,0.09835369139909744,0.08926653116941452,0.11459371447563171
0,15,0.09640828520059586,0.08895925432443619,0.12029453366994858
1,0,0.09845155477523804,0.08886070549488068,0.1168670803308487
1,1,0.10501730442047119,0.08890270441770554,0.14167115092277527
1,2,0.10039956867694855,0.0879463404417038,0.125589057803154
1,3,0.10658001899719238,0.08966023474931717,0.13697746396064758
1,4,0.10140963643789291,0.08845733851194382,0.1626622974872589
1,5,0.10169976204633713,0.0897795557975769,0.12679867446422577
1,6,0.09905249625444412,0.08647672832012177,0.1444573700428009
1,7,0.10494101792573929,0.08766133338212967,0.15332186222076416
1,8,0.09938745945692062,0.0893990695476532,0.11829816550016403
1,9,0.09718401730060577,0.08964066952466965,0.10958803445100784
1,10,0.09140423685312271,0.08673064410686493,0.10183389484882355
1,11,0.09926106780767441,0.08729185909032822,0.1680297553539276
1,12,0.09507952630519867,0.08870803564786911,0.11262951791286469
1,13,0.09471859037876129,0.08885007351636887,0.11505294591188431
1,14,0.10248515009880066,0.08984888345003128,0.11851505935192108
1,15,0.10161828994750977,0.08899533748626709,0.13426876068115234
2,0,0.10493931174278259,0.08926551043987274,0.1399299055337906
2,1,0.09710975736379623,0.08977694809436798,0.10423099249601364
2,2,0.10347248613834381,0.08967557549476624,0.1319827139377594
2,3,0.10027355700731277,0.08953353017568588,0.11607164144515991
2,4,0.10243640094995499,0.08981919288635254,0.12584911286830902
2,5,0.10226066410541534,0.08989042043685913,0.11906412243843079
2,6,0.0980510339140892,0.0899711400270462,0.11174493283033371
2,7,0.09886524826288223,0.08859389275312424,0.11487626284360886
2,8,0.09879482537508011,0.08854811638593674,0.15268515050411224
2,9,0.10815180838108063,0.08941212296485901,0.1335913985967636
2,10,0.0907563641667366,0.08848551660776138,0.09292254596948624
2,11,0.0994684025645256,0.0897514596581459,0.11358258128166199
2,12,0.09348531812429428,0.08821192383766174,0.09954338520765305
2,13,0.10570476204156876,0.0895373597741127,0.14506596326828003
2,14,0.1126057580113411,0.0894140675663948,0.1476823091506958
2,15,0.09509357810020447,0.08737961947917938,0.10165321826934814
3,0,0.0909183993935585,0.08680489659309387,0.09694450348615646
3,1,0.10021177679300308,0.08945267647504807,0.12496943026781082
3,2,0.09687144309282303,0.08940012753009796,0.10789613425731659
3,3,0.0999012365937233,0.08959763497114182,0.11343157291412354
3,4,0.09847205132246017,0.08924455940723419,0.12395761907100677
3,5,0.1015758365392685,0.08938523381948471,0.1351800411939621
3,6,0.10067234933376312,0.08949396014213562,0.11352576315402985
3,7,0.10196959972381592,0.08993329107761383,0.1220187172293663
3,8,0.10126367956399918,0.08981987833976746,0.12115346640348434
3,9,0.10029518604278564,0.08924876153469086,0.11975476145744324
3,10,0.10028956085443497,0.08927149325609207,0.13085545599460602
3,11,0.09563548117876053,0.0897873118519783,0.10278166830539703
3,12,0.10114846378564835,0.08999644964933395,0.11029508709907532
3,13,0.10580208897590637,0.08927810937166214,0.12446445971727371
3,14,0.09977923333644867,0.08979644626379013,0.11056462675333023
3,15,0.09913233667612076,0.08979804068803787,0.11256612837314606
4,0,0.10312501341104507,0.08905230462551117,0.1352647840976715
4,1,0.11061916500329971,0.08902246505022049,0.1604451984167099
4,2,0.09827473759651184,0.0900009423494339,0.10751811414957047
4,3,0.10068438947200775,0.0895816907286644,0.11839494109153748
4,4,0.09849628061056137,0.08977174013853073,0.12580883502960205
4,5,0.09521164000034332,0.08695358783006668,0.1111411601305008
4,6,0.10360130667686462,0.08946959674358368,0.13338856399059296
4,7,0.09723125398159027,0.08952357620000839,0.10534461587667465
4,8,0.10491066426038742,0.08729980140924454,0.14361172914505005
4,9,0.09192834049463272,0.08718261122703552,0.09925030916929245
4,10,0.09874246269464493,0.08876640349626541,0.10776958614587784
4,11,0.09778310358524323,0.08932822197675705,0.11253909021615982
4,12,0.10335753113031387,0.08959237486124039,0.11864516139030457
4,13,0.09565778821706772,0.08946139365434647,0.12197927385568619
4,14,0.10710135102272034,0.08876203745603561,0.1661599576473236
4,15,0.10128520429134369,0.08984304219484329,0.11713460832834244
5,0,0.10189296305179596,0.0898803174495697,0.1165008544921875
5,1,0.09890535473823547,0.08963166922330856,0.10895448178052902
5,2,0.09152034670114517,0.08642947673797607,0.09823262691497803
5,3,0.10070670396089554,0.08982040733098984,0.11018173396587372
5,4,0.10098535567522049,0.0894525870680809,0.13303405046463013
5,5,0.10551980882883072,0.08971308916807175,0.13334247469902039
5,6,0.10254303365945816,0.08979779481887817,0.12185312062501907
5,7,0.09528076648712158,0.08982262760400772,0.09986201673746109
5,8,0.10782479494810104,0.08869630843400955,0.1519489288330078
5,9,0.10465509444475174,0.08970940113067627,0.12452803552150726
5,10,0.10317517817020416,0.08979734033346176,0.12026617676019669
5,11,0.09717059135437012,0.08908769488334656,0.11142811179161072
5,12,0.10096192359924316,0.08934412896633148,0.11361822485923767
5,13,0.10177641361951828,0.08982717245817184,0.11464561522006989
5,14,0.10349755734205246,0.08983443677425385,0.12395811825990677
