layer,token,logit
0, Yes,-462.14105224609375
0, No,-462.89434814453125
1, Yes,-450.178955078125
1, No,-452.4913330078125
2, Yes,-443.0556640625
2, No,-445.7733459472656
3, Yes,-451.2019348144531
3, No,-454.6878356933594
4, Yes,-493.59521484375
4, No,-498.7466735839844
5, Yes,-3697.398193359375
5, No,-3704.447021484375
