layer,token,logit
0, Yes,-463.6658935546875
0, No,-464.5073547363281
0, Mary,-463.85882568359375
0, Cow,-465.802734375
0, Ocean,-471.0206298828125
1, Yes,-451.22027587890625
1, No,-453.45794677734375
1, Mary,-458.03564453125
1, Cow,-456.9530944824219
1, Ocean,-462.6038513183594
2, Yes,-454.3983154296875
2, No,-457.18011474609375
2, Mary,-463.0968933105469
2, Cow,-460.8829650878906
2, Ocean,-468.94488525390625
3, Yes,-454.8930358886719
3, No,-458.72088623046875
3, Mary,-470.010498046875
3, Cow,-464.2817687988281
3, Ocean,-470.6673583984375
4, Yes,-476.75042724609375
4, No,-481.0593566894531
4, Mary,-497.5096130371094
4, Cow,-502.25970458984375
4, Ocean,-505.9501953125
5, Yes,-3965.62744140625
5, No,-3969.8369140625
5, Mary,-3995.0625
5, Cow,-3997.43994140625
5, Ocean,-4005.43798828125
