layer,token,logit
0, Yes,-463.6220397949219
0, No,-464.39434814453125
0, Mary,-463.73028564453125
0, Cow,-466.02337646484375
0, Ocean,-470.67388916015625
1, Yes,-450.11370849609375
1, No,-452.6644287109375
1, Mary,-457.2758483886719
1, Cow,-456.3573303222656
1, Ocean,-461.5709228515625
2, Yes,-460.1640625
2, No,-462.62164306640625
2, Mary,-471.6619873046875
2, Cow,-467.0072937011719
2, Ocean,-473.8589172363281
3, Yes,-456.38153076171875
3, No,-459.91522216796875
3, Mary,-472.64947509765625
3, Cow,-465.3346862792969
3, Ocean,-471.7807312011719
4, Yes,-489.53948974609375
4, No,-494.0096435546875
4, Mary,-510.54248046875
4, Cow,-514.722412109375
4, Ocean,-517.887451171875
5, Yes,-3872.400146484375
5, No,-3875.1396484375
5, Mary,-3902.876220703125
5, Cow,-3907.49169921875
5, Ocean,-3913.637451171875
