layer,token,logit
0, Yes,-462.14111328125
0, No,-462.8944091796875
0, Mary,-462.31292724609375
0, Cow,-464.8320007324219
0, Ocean,-469.6441955566406
1, Yes,-450.1790466308594
1, No,-452.4914245605469
1, Mary,-457.6220703125
1, Cow,-457.3097839355469
1, Ocean,-462.3458251953125
2, Yes,-443.05572509765625
2, No,-445.7734375
2, Mary,-453.1753234863281
2, Cow,-450.751708984375
2, Ocean,-458.8804931640625
3, Yes,-451.20330810546875
3, No,-454.68914794921875
3, Mary,-465.34124755859375
3, Cow,-459.0710754394531
3, Ocean,-467.00531005859375
4, Yes,-493.5936584472656
4, No,-498.7454528808594
4, Mary,-510.4295654296875
4, Cow,-510.7107849121094
4, Ocean,-523.749267578125
5, Yes,-3697.393798828125
5, No,-3704.4443359375
5, Mary,-3724.0966796875
5, Cow,-3727.68408203125
5, Ocean,-3741.483642578125
