layer,token,logit
0, Yes,-462.76300048828125
0, No,-463.6219787597656
0, Mary,-463.3980407714844
0, Cow,-465.3035888671875
0, Ocean,-470.34149169921875
1, Yes,-452.07958984375
1, No,-454.51593017578125
1, Mary,-459.2770690917969
1, Cow,-458.0896301269531
1, Ocean,-463.2672119140625
2, Yes,-458.5152893066406
2, No,-460.4721374511719
2, Mary,-467.316162109375
2, Cow,-464.06817626953125
2, Ocean,-469.88616943359375
3, Yes,-456.50970458984375
3, No,-460.2598571777344
3, Mary,-472.3915100097656
3, Cow,-465.98455810546875
3, Ocean,-472.06536865234375
4, Yes,-492.758544921875
4, No,-498.0892639160156
4, Mary,-517.4821166992188
4, Cow,-516.3143310546875
4, Ocean,-521.0845947265625
5, Yes,-3711.391845703125
5, No,-3716.1259765625
5, Mary,-3748.98291015625
5, Cow,-3749.037109375
5, Ocean,-3753.13134765625
