layer,head,importance
0,0,4.090740203857422
1,7,3.9007110595703125
1,1,3.8996315002441406
3,7,3.065387725830078
3,0,2.7622642517089844
2,7,2.1342926025390625
5,5,2.011463165283203
2,1,1.7984161376953125
2,6,1.6936569213867188
2,2,1.4803047180175781
